2025;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3973.2;0;0;0;113.1514971;13111.11032;1063.725861;64.20700293;4.439314379;20.58462225;47.6010166;280.91298;0;0;0;0;0;0;18678.93261;3043.694489;15635.23812
COilFFuelExDies;0;42153.30524;0.000308189;0;34031.17223;1623.997301;2.281523562;6.19367517;36.22243786;3233.14453;317.1111581;2173.627589;2668.478226;69.6929018;323.1584733;407.2959463;1867.241976;7855.022515;818.850254;25112.97324;0;0;169676.7465;292376.516;262491.6336;29884.88248
NaturalGas;0;22046.98826;4350.524519;0;1693.431456;6187.832474;0;0;0;1.701788871;382.1262453;290.9837372;847.2624225;58.87959974;273.0183572;364.9462587;1860.850661;655.782153;110.3124361;305.0408574;0;0;0;39429.68122;32877.40596;6552.275261
Allbiofuel;0;0;0;2125.579392;0;3160.237195;212.3211266;576.3903173;3370.900456;290.3146957;3806.54885;13.57798982;61.22630596;374.4360241;1736.219483;9842.538223;3223.449692;6787.730246;178.066025;16037.78933;0;0;0;51797.32536;51797.32536;0
Diesel;0;0;0;0;0;0;348.6053399;946.3624545;5534.606557;57.73500479;37.89449613;10.22795969;16.68625317;43.63102021;202.3123376;192.5756395;576.1543314;35235.19901;29.79648685;0;0;0;0;43231.78689;29344.35898;13887.42791
Electricity;0;1514.476626;0.000434867;734.5946282;122.7877081;11874.1543;161.2888952;437.8526009;2560.691059;595.0685295;2566.691951;3033.28015;1750.475402;454.3851211;2106.934827;2340.50396;6545.605543;239.1103286;15062.00104;15533.83122;0;0;0;67633.73432;65868.28734;1765.44698
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316159.7603;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9977.129606;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422205.8842;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69546.80553;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59362.87057;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25034.31799;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275790.7044;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13171.37918;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046883.489;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39684.82541;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1924636.731;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529692.4993;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6878695.37;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
