2016;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;10.54;0;0;0;0;4211.785575;0;0;0;101.5369446;9900.446657;870.2785406;117.1111151;8.441543827;39.1425288;78.15948865;310.4289317;0;0;0;0;0;0;15647.87133;2378.724897;13269.14643
COilFFuelExDies;0;55137.62082;8.759128961;0.004219821;42726.13158;3591.216364;1.546685416;4.198802597;24.55583511;3362.660575;288.7492505;1830.740443;2517.397551;74.61395954;345.9768876;443.5739351;1743.204012;7220.576693;698.5473663;28032.05376;0;0;53940.01176;201992.1396;186407.4484;15584.6912
NaturalGas;0;11722.03927;3154.274997;0;1654.821288;11403.08934;0;0;0;4.829725924;1012.767454;564.064262;3267.171505;147.8358914;685.499093;778.0381282;4116.898822;1434.529525;177.3141936;516.0964196;0;0;0;40639.26991;31694.17866;8945.091251
Allbiofuel;0;0;0;3138.635289;0;3019.435565;151.9853455;412.59616;2412.983949;295.6517149;2934.461189;10.69543782;60.97128425;385.9890351;1789.789549;8898.269158;3063.447496;4060.900734;174.4063051;18837.07331;0;0;934.5784677;50581.86999;50006.06707;575.8029213
Diesel;0;0;0;0;0;1224.644571;253.9417149;689.3781509;4031.686608;52.48882144;29.3878609;9.711613683;607.7406185;40.8432941;189.3859522;173.5608084;499.5886065;37108.67852;15.59486049;0;0;0;720.5492412;45647.18124;38661.03432;6986.146917
Electricity;0;1119.558629;45.51792554;589.6797462;157.8308497;9098.643894;123.9253864;336.4215043;1967.492111;547.7842177;2002.48747;2330.702173;1900.006533;410.4360758;1903.147842;1952.086711;5820.886666;172.5543646;11368.75261;11424.37164;0;0;44.53075156;53316.8171;49765.34046;3551.476635
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248321.9656;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7836.356;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331613.9756;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63789.13846;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51241.58971;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18031.00229;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266571.1748;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10618.86438;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;844005.2962;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37124.59126;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800470.362;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443832.2048;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5402746.869;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
