2027;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;4120.7;0;0;0;112.2790723;13146.65344;1107.498932;62.37398273;4.525884467;20.98603842;47.76923314;289.6485532;0;0;0;0;0;0;18912.43514;3057.334318;15855.10082
COilFFuelExDies;0;60868.94767;0.00842764;0;49507.25447;1611.692998;2.312069425;6.276598335;36.70739697;3196.226355;327.6171363;2254.128346;2583.140591;66.81763766;309.8261834;406.8681801;1902.789271;7653.548432;855.5172228;22988.60405;0;0;196492.6473;351070.9303;330235.9532;20834.97715
NaturalGas;0;29236.97145;6750.464659;0;1699.009586;6032.188858;0;0;0;1.752422566;338.8915035;314.4717153;853.8121772;58.82775572;272.7779621;379.920052;1943.068167;619.5218267;145.8987662;332.7384993;0;0;0;48980.3154;46428.76278;2551.552615
Allbiofuel;0;0;0;2300.360605;0;3683.772002;223.4700999;606.6565484;3547.906296;289.4176894;4174.695699;14.15215039;59.5385953;361.0457352;1674.130156;9879.166045;3230.447762;7787.123065;180.7256515;16242.49637;0;0;0;54255.10447;54255.10447;0
Diesel;0;0;0;0;0;0;364.2457282;988.8215755;5782.92001;60.9003091;39.48691025;10.7449705;16.34581486;44.8554116;207.9897085;194.8803256;596.8312191;35870.44747;28.9854959;0;0;0;0;44207.45494;43730.45435;477.0005929
Electricity;0;1871.326404;0.000993759;804.4960957;184.1876625;12186.94398;175.4173903;476.2073698;2785.001052;624.1457319;2701.086169;3270.020511;1705.071089;464.4963561;2153.819534;2430.705477;6654.293839;264.8491279;16260.18454;16867.80435;0;0;0;71880.05767;70284.11194;1595.94573
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336717.7326;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10625.88248;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449659.3996;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72782.74885;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61324.78961;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26928.11563;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277882.4074;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13434.50618;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1067797.268;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40277.32787;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1953371.946;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559858.8788;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7325975.658;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
