AGG profil;A max; A ind i;A ind j;A2  max;A2 ind i;A2 ind j;A3 max;A3 ind i;A3 ind j;A4 max;A4 ind i;A4 ind j;A5 max;A5 ind i;A5 ind j
AGG_IndEner;0.4834618;Composite;NonFerrousMetals;0.1939067;Composite;NonFerrousMetals;0.0761916;Composite;NonFerrousMetals;0.0298155;Composite;NonFerrousMetals;0.0116889;Composite;NonFerrousMetals
