Profil AGG;Emiss_IOA;Prod_Emis_IOA;Emiss_avoided;Emiss_NetImp;Emiss_Imp;Consist check
AGG_IndEner;570.67011;258.64847;312.02164;214.30777;227.62253;-5.684e-14
