IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-1;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100.4;-100;-100;0;-1;
Natur;42.9;-100;40.3;50.4;49;48;50.9;45.9;51.8;44.9;44.3;42.2;42.6;46;45.7; 29.9;-100;-100; 0.4;37;
Coal ;-100;-100;202.6;-100;323.4;268.3;206;-100;239.4;182.7;-100;-100;269.7;226.4;267.2; 241.6; 921220.2;-71528.2; 82.5;229.5;
AllFu;-100;-100;-100;-100;50.4;37.8;27.8;30.9;29.5;19.5;22.7;20.9;30.6;24.5;26.6; 18.7;-100;-100; 1.6;18.8;
Elect;-7.1;-3.8;-8.8;-2.3;-100;-3.8;-1.8;8;6.8;1.9;1.5;0;0.8;2.7;2.6; 2.1;-100;-100; 7.6;2.1;
HeatG;-100;-100;-100;-100;-100;-100;9.4;-100;18.9;-100;-100;-100;12.2;14.4;14.2; 13.6;-100.1;-100;0;12.8;
Heavy;-100;-3.8;-8.9;-2.3;-3.2;-3.8;-1.8;7.9;6.7;1.9;1.5;0;0.7;2.7;2.5; 1.3; 0.8; 6.7;-1;0.7;
Build;-100;-100;-100;-100;-100;-100;-100;6.7;-100;-100;-100;-100;-100;1.5;-100;-100;-100; 6.7;0;6.7;
Work_;-8.3;-5;-9.9;-3.4;-4.4;-5;-3;6.7;5.5;0.7;0.3;-1.2;-0.5;1.4;1.3; 1.3;-100; 6.7;0;5.5;
Autom;-99.6;-5.3;-10.2;-3.8;-4.7;-5.3;-3.3;6.3;5.1;0.4;0;-1.5;-0.8;1.1;0.9; 1.3;-100; 6.7;-1.1;1.4;
Load_;-100;3.8;-1.7;5.4;4.4;3.7;5.9;16.4;15.2;10;9.5;7.9;8.7;10.8;10.6; 1.3; 0.8;-100; 9;9.3;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100; 1.3;-100;-100;0;1.3;
Agri_;-100;-4.3;-9.3;-2.7;-3.7;-4.3;-2.3;7.4;6.2;1.5;1;-0.5;0.3;2.2;2; 1.3; 0.8; 6.7;-0.3;0.9;
Prope;-100;-5;-10;-3.5;-4.4;-5;-3;6.6;5.4;0.7;0.2;-1.2;-0.5;1.4;1.2; 1.3; 0.8; 6.7;0;1.4;
OthSe;-8.3;-5;-10;-3.5;-4.4;-5;-3;6.6;5.4;0.7;0.2;-1.2;-0.5;1.4;1.2; 1.3; 0.8; 6.7;-0.3;1.4;
Labour_income;-8.8;-5.5;-10.4;-4;-4.9;-5.5;-3.5; 6.1; 4.9; 0.2;-0.3;-1.7;-1; 0.9; 0.7;;;;;;
Labour_Tax;-8.8;-5.5;-10.4;-4;-4.9;-5.5;-3.5; 6.1; 4.9; 0.2;-0.3;-1.7;-1; 0.9; 0.7;;;;;;
Capital_income;-8.3;-5;-10;-3.5;-4.4;-5;-3; 6.6; 5.4; 0.7; 0.3;-1.2;-0.5; 1.4; 1.2;;;;;;
Production_Tax;-8;-4.8; 151.3;-1.8; 2.3; 13;-0.4; 6.7; 5.5; 0.8; 5.5; 1.2; 0.6; 1.4; 1.3;;;;;;
Profit_margin;-8;-4.8; 151.3;-1.8; 2.3; 13;-0.4; 6.7; 5.5; 0.8; 5.5; 1.2; 0.6; 1.4; 1.3;;;;;;
M_value;-9;-5.7;-10.6;-4.2;-5.1;-5.8; 2.2; 5.7; 4.6; 1.3;-0.5;-2; 2.5;-0.4; 1.8;;;;;;
Trade_margins;-9; 1309.6; 63.1;-2.7;-652.9; 382.7; 0.7;-639.9;-33.1; 1;-325.8; 24.8; 0.9; 3007.5; 0.8;;;;;;
Transp_margins;-9;-5.3; 63.1;-2.7; 2.1; 13; 0.7;-484.6;-26.3; 1; 0.9; 39.9; 0.9;-333.8; 1.3;;;;;;
SpeMarg_Crude_oil;0;-13.1;0;0;-7;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-3.6;0;0;0;0;-5.3;-0.1;0;0;-5;0;;;;;;
SpeMarg_Coal;0;-14.7; 55;0;-8.7;0;0;0;0;-10.2;-5.3;0;0;-10;0;;;;;;
SpeMarg_AllFuels;-9;-8.6;0;0;-2.1;0;0;0;0;-3.8; 1.5;0;0;-3.5;0;;;;;;
SpeMarg_Electricity;0;-9.5; 64.5;-8.4;0;0;0;0;0;-4.7; 0.5;0;0;-4.4;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-10; 63.5;-9;-3.6;0;0;0;0;-5.3;-0.1;0;0;-5;0;;;;;;
SpeMarg_Heavy_Industry;0;-8.2; 66.9;-7.1;-1.6;0;0;0;0;-3.3; 1.9;0;0;-3;0;;;;;;
SpeMarg_Buildings_constr;0; 1;0; 2.2; 8.1;0;0;0;0; 6.3; 12.1;0;0; 6.6;0;;;;;;
SpeMarg_Work_constr;0;-0.2; 81.4; 1; 7; 19.1;0;0;0; 5.1; 10.8;0;0; 5.4;0;;;;;;
SpeMarg_Automobile;0;-4.7; 73.3;-3.5; 2.1;0;0;0;0; 0.4; 5.8;0;0; 0.7;0;;;;;;
SpeMarg_Load_PipeTransp;0;-5.1;0;-3.9; 1.7;0;0;0;0;0;0;0;0; 0.2;0;;;;;;
SpeMarg_PassTransp;0;-6.4;0;-5.4; 0.2;0;0;0;0;-1.5;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-5.8; 71.2;-4.7; 0.9; 12.4;0;0;0;-0.8; 4.6;0;0;-0.5;0;;;;;;
SpeMarg_Property_business;0;-4; 74.5;-2.8; 2.9; 14.6;0;0;0; 1.1; 6.6;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-4.1; 74.2;-3; 2.7; 14.4;0;0;0; 0.9; 6.4;0;0;0;0;;;;;;
SpeMarg_C;0;-4.6; 73.4;-3.5; 2.2; 13.8;0;0;0; 1.3;-2.5;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 6.7;0;0;0; 6.7;0;;;;;;
SpeMarg_X;0; 0.4; 82.5; 1.6; 7.6;0;0;0;0;-1.1; 5.9;0;0;0;0;;;;;;
VA_Tax;-100; 29.9; 241.6; 18.7; 2.1; 13.6; 1.1; 6.7; 6.2; 2.8; 0.9; 1.3; 1.4; 1.5; 2;;;;;;
Energy_Tax_IC;0;-6.9;0;-5.9;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;-100;-100;-100;-5;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;;;;;;
OtherIndirTax;-9;-6.2;-10.7;-5.4;-5.8;-5.7;-0.5; 5.8; 4.6; 1.5;-0.5;-2;-0.4; 0.7; 0.8;;;;;;
Carbon_Tax;5.671e+23;3.482e+24;1.966e+24;7.384e+24;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;;;;;;
Supply;-1;37;229.5;18.8;2.1;12.8;0.7;6.7;5.5;1.4;9.3;1.3;0.9;1.4;1.4;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
