2040;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_industry;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0.0;28547.02435461656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;580.9604204841658;33742.20662148954
Liquid_fuels;78.57181778025485;0.0;927.4462099922583;207.322561387076;1876.650397402772;1027.1203995333096;652.036357382552;135.48999083229563;236.95399353024447;1715.7341304903089;20.637713720031;163.3257617924342;183.317975200438;81.28477544111468;334.8566299969773;669.461739357477;4848.7296480738405;3522.499819477904;8398.12593020411;3303.5836100936585;790.3912534750764;19.83872592313112;6484.763990431382;11984.94021004742;0;0.0;20251.231;0;33903.942144482855;29032.48365932514
Gas_fuels;20.461600297578464;898.132379378423;0.0;0.0;5684.7653507037585;138.4961326403685;126.04870736495653;691.0963978535233;473.27233627330537;2233.143404034863;648.3151208678904;245.70284166099768;131.26634798162632;58.20463381725274;2400.449486175181;475.6639466883435;167.70846871649812;12.15807848467396;4.92242252924801;226.17542484424266;528.910596829089;470.55162883781156;3501.6505124139453;5467.768341526466;0;0.0;5319.473;0;542.5457841556084;36037.115
Solid_fuels;0.0;14.507496843624214;0.0;4553.229413210541;3012.1891839992154;2406.0935635725427;0.0;60.99527116450549;160.61105194049827;204.7610259759765;10.535690732697278;19.438897580424026;5.7506665419847485;2.5498952734496756;346.3126231370082;20.960593339521388;0.0;0.0;0.0;2.421786527165875;117.76382607309921;0.0;134.1019627693856;16.041951607778483;0;0.0;33.236;0;3706.6233062248766;8160.8704
Elec_heating;18.22327598953707;211.72672829808099;628.315870590357;5.211512368552176;1178.529307010196;208.61723930883176;758.5795655423409;680.251170782958;392.8817916256996;3943.0774932226627;881.7312022292595;667.0286393228533;472.6868400487672;209.59343242430887;2761.121578392745;1681.39090424889;3448.12997655364;0.0;0.0;788.3689764158879;1004.2415720018693;636.9361655688575;22687.776942845467;17598.6105886621;0;0.0;15695.724523919504;0;71141.02335553907;1415.5008873098775
Steel_Iron;0.0;51.89337384634546;1.7334771423938526;0.0;22.287810036073825;981.1063875322462;1017.663672891295;15.730494787270533;432.4542613062248;244.73475463894036;16.125154259471934;1889.047884983417;2170.9459621897154;341.25669376305854;11.189369385040726;5350.404320126449;8.130795703726896;5.590745144382165;0.0;12.354806381846348;5621.320611372425;0.0;1350.3069513102275;0.0;0;66.700926;21678.01386645039;0;20910.559297660806;20536.75749699925
NonFerrousMetals;0.0;78.86395982228157;1.770381148278166;0.0;37.90393724383122;7362.026413648467;1630.2435433049936;12.072706700982762;752.8968135270236;383.9855291723909;34.77892426238924;10405.292216484888;2861.1391318856145;449.7498911586148;15.291419971855856;7052.542136676478;14.090494370356437;8.351776863338293;0.0;20.017579263605437;1733.4428199714107;0.0;8295.477433703918;280.3417492519005;0;114.50495;13726.473450118223;0;26895.52814107617;21482.357253782848
Cement;0.0;2.5224532955495245;1.4825063552052;0.0;28.358790810077494;36.22471281713851;7.894625465280556;958.5449564700727;1065.7662409591162;94.89523755535411;40.362935578804766;118.39639950935108;89.89657877926516;69.14223517251;34.72410083947887;367.750310697593;14.591234750767773;1.6232780634253832;0.0;38.09362640115469;2366.5222871068077;12.468216838704455;184.06549675408965;420.5778212180605;0;0.0;465.35416925479177;0;5553.571154498293;642.8223719997734
OthMin;0.0;17.301181676329602;10.170943051829946;1.5100783349560147;217.74133018429845;242.87371322673854;58.86291016929928;403.83303332683374;1306.651575240941;1397.0936419016246;197.8039528640178;2402.6819538855275;660.211253250288;507.8050659432737;865.8690624963562;2624.4711368499693;102.71384051519543;12.216551430213997;2.4107274151304936;734.4757995909963;15520.926401469924;159.94509397655648;7400.7846585616135;2798.8822826982237;0;0.0;6110.202352363462;0;26909.785028147486;10247.56
ChemicalPharma;0.0;543.5988563735658;219.0130339213441;0.0;2815.6636691783897;104.50098305357453;712.7380220695387;41.02476565092867;809.2559231255943;22455.00329416185;1762.6736716833034;1350.9955722434775;1183.467778489165;201.11154783015445;1184.2205262104283;11017.202522517828;42.276567230121536;64.4936761887404;19.401220865035064;5629.183758742623;2569.6959481756535;30.35660171931346;12825.199270130344;30945.052425787435;26445.259;0.0;106287.05647321482;0;109258.7253943556;95631.598
Paper;0.0;24.53628292996224;2.2515342782979646;0.0;28.943639209690602;3.7973575684552023;27.306123264423743;25.604439881384103;489.519921859109;1618.8868239772958;8479.329691325225;174.57100168067015;328.7701670792643;187.49321088356368;1712.0020498590525;4016.1226074188085;58.54137024888105;50.411829323827135;1.8332450925992387;168.3537603857173;540.0291807732722;219.09282019367112;12156.715823053142;4388.860578184645;0;0.0;9742.872606982119;0;21971.868455473406;16880.74105423542
Auto_industry;0.0;18.219978508445088;1.7954793056299267;0.0;23.08244103110714;7.1125408861649975;50.55055635371462;4.4369151009197445;81.76574456702782;59.03699878620383;29.941030697557615;37410.734527659915;505.25724951331375;21.301571115331406;69.2787808768497;1161.4464080531081;341.98212039507115;1023.481340906683;991.9890372044734;194.26623844180895;163.18801645177834;13.795444680023294;18253.40351724242;54144.58662807896;165.75421;44185.78374420331;136593.60846103478;0;164876.14572030556;137877.0380022376
OthEquip;0.0;156.15816712327356;59.35601084917396;0.0;726.4770802594692;377.90693718308063;646.186691703401;63.897003146948016;403.37851204376454;686.9922142632568;514.9784864602643;7832.339649266785;7599.964910778937;1995.2919913749906;670.327090231972;7472.135060755953;277.06889857408197;64.74236360607799;46.16491679942504;1567.5694164341721;8840.509158426214;77.29118033042658;11023.139130699268;12083.266855817059;0;23832.11483802624;42661.6110396452;0;71947.78107695503;62249.19645068364
Electronics;0.0;55.548218809520705;21.559879760734027;0.0;340.28641858267156;108.47032107592356;185.4744410000073;23.07665838743908;145.68176385142488;166.04155639041699;166.6342954483943;6008.915713674022;3353.038665782743;3477.6448972805897;75.16802082614007;1785.9444964655559;21.05857600223077;29.514211166154197;5.280284569353663;0.0;2116.4798088113316;34.906854000392656;11536.98017480186;21260.61779406352;263.22997;11467.52801339854;29483.829837240504;0;31902.268296015936;63822.89150230076
Food_industry;0.0;33.73781282797489;3.044125301997612;0.0;37.360370674524496;13.476686441982602;110.10576225389177;4.82286726359756;87.82929478897825;2157.368560179845;378.1431056061334;108.2217654444873;97.12371004055954;17.142688240213396;24027.820055114094;2752.672203097647;19.091216209430062;85.43780158025736;165.98818735103345;5850.322700002718;427.22124123705595;141.2571654484156;29727.614859392124;108351.91633685563;212.98747;0.0;33987.70214628692;0;164066.99978065578;50557.01394290754
OthManuf;0.0;497.1131612992654;59.41341128943355;0.0;808.5910683454803;973.5029201508925;1663.8147244615993;169.64085046860882;1095.5839026953768;4769.291099147031;3448.571957210831;17247.115853560026;8515.09411092063;2482.649924286494;4448.8744175843485;39846.52658017127;815.0255181729825;186.67941818236136;1115.2671212157081;1669.2238910719248;21011.98886835525;477.0984505782137;39976.564743823365;117845.48102371613;2596.7047;31781.50048885643;60916.91739443909;0;261035.8101007189;110703.55097654523
LandTransp;0.0;107.82131680788439;5.525164756067329;0.0;71.03605263729293;8.630975415928695;58.86813447582717;10.848779723375218;217.92589194258184;345.2454626182191;82.90373603456275;89.71700775602767;76.81400640046539;53.71633014148142;291.7464525019116;332.6811754889997;20350.54498146479;88.09835071915978;88.57616578105399;126.75853853619621;406.176755075961;138.81054327104255;46312.31872759454;35051.43626880225;5399.8497;0.0;2667.0017984209626;0;112364.38891831288;3914.2970935905064
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0549302385804755;3220.4847764866854;0.0;0.0;0.0;0.0;184.29273505939793;592.4101012040929;0;0.0;33172.963884227305;0;29069.88118112876;0.0
