2040;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;41673.5985270853;10722.0340311295;0;0;0;0;0;0;0;51329.3292101586
FinEnHTr;144.21183194738;0;612.488188745741;42632.0024439113;26772.6225129349;0;0;9950.9056753141;0;0;34522.4397897795
FinEnHRes;71.00278533176;1719.09467886725;16020.2697841914;60541.283359642;32635.4362168482;0;0;26760.8440753291;0;0;61267.3830884066
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
