2025;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;38097.0459120476;9801.837066914;0;0;0;0;0;0;0;46924.0929669912
FinEnHTr;131.83514207896;0;559.922624202172;38973.1967440396;24474.9161366108;0;0;9096.8892482972;0;0;31559.620962714
FinEnHRes;64.90911436192;1571.556842287;14645.3624132088;55345.449715064;29834.5656688344;0;0;24464.1485596772;0;0;56009.2333978072
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktpoe;0;0;0;0;0;0;0;0;0;0;0
