;Oil;Gas_heating;Coal_lignite;Electricity;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_transport;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Food_industry;Construction;ManufacturedGoods;Compo;C;G;I;X;Tot_uses;Y;M
Oil;27315.076641194082;1142.5052820391784;38.201789228404465;0.0;871.3307537329446;593.7299169280244;77.71859224217168;109.3513495107639;781.593868220567;9.840648460540407;57.54751876873206;5105.390061035943;3398.689269583306;9942.279604680858;2226.5316830262154;87.48325956582953;629.3596434306202;281.63991348662023;1771.305415551243;12469.22872497762;0.0;0.0;20251.2;0;32906.12490503642;43064.23629338399
Gas_heating;876.542297895161;0.0;0.0;4560.791522583191;136.73534801353705;102.44812050372016;1085.0039408956395;507.69094776369514;1968.2678271634302;665.5777480716429;334.8059654365712;1203.3274569724613;12.546371834276254;18.571107247265708;122.6974715324595;2013.745945451957;278.96531315132825;645.682562882035;4586.212984137766;5070.7300416236785;0.0;0.0;5319.5;0;668.3897663441114;36037.1
Coal_lignite;13.81735710774298;0.0;838.7661333487966;0.0;479.6851680714751;0.0;22.651947219201777;128.31136311178662;31.501459143056625;1.6985836399968786;20.13114862258038;0.0;0.0;0.0;2.0287744293662144;279.57051884404456;122.16904746818969;1.6532258286942847;180.39013451589923;12.907861698338007;0.0;0.0;33.2;0;682.8080893827786;8160.9
Electricity;219.41725879250959;773.9886145857938;0.0;939.0568432203365;231.47185814764603;558.3285139453899;677.0894232037148;258.7420485946799;3194.1604904454452;579.3664781115924;767.1848340146161;1407.6328227855581;0.0;0.0;704.088298546943;2026.0401840487223;802.2878956377589;2066.9540661845685;16500.49856102092;14376.803829618975;0.0;0.0;9845.641833761314;0;56687.76257415254;1176.810674979021
Steel_Iron;77.73032436309249;2.27721599146803;3.3247290966699485;16.99999999999765;888.2126365189769;648.5238025983623;16.913289387707255;208.57141072759714;168.8835449307163;12.243753372014703;2081.201554315743;7.418977904439975;4.950722555401125;0.0;13.905690735187726;9.06289208373827;4780.82132552727;6939.651554456546;9942.225507810323;137.1;0.0;66.7;16564.74187262649;0;17738.468661591447;14564.027859718037
NonFerrousMetals;118.13147498744182;2.1586027849893377;5.063149539373273;30.24318855932112;5987.484331740898;993.8982301749614;12.226186124888859;338.88554225365647;278.656700579607;13.677593853157335;4255.493539289401;11.493882138849493;7.632948340085464;0.0;16.940266485266232;13.64399229871149;1467.221237988299;8170.217942676591;19723.394656012744;222.33222552861784;0.0;114.5;11368.345564562946;0;24491.713086008353;18136.592798883936
Cement;3.8166985625239067;1.8132263393910544;0.0;21.69999999999711;31.146553120116828;7.440527153730952;976.818770432875;468.97827032108677;63.90194509489525;13.183315605875233;138.24658386663432;12.665431090098977;1.3900078338907367;0.0;34.713255509143345;30.16985952275247;2310.744147779537;306.48930578321523;1220.5349523262585;537.616206092525;0.0;0.0;31.21246147172995;0;5334.62240208632;646.1143852320657
OthMin;16.485945390355965;12.51989615293837;0.0;173.51883474575945;212.99552047707303;51.147835836139365;400.94347825494015;2060.642797145576;405.748240627296;59.57529988752529;894.0140721480452;82.92635797931476;9.288604655442823;2.3108747170213197;222.8495090640348;189.28608849593022;15690.14779905653;1764.467059357667;8158.569853934849;3574.347819074944;0.0;0.0;405.4194140775939;0;21492.43429501224;10247.6
ChemicalPharma;814.2600566341106;281.3031518549101;1.3038153320274255;2150.2000000000003;89.36475510097408;481.1704973308917;41.59752521022175;356.551920141859;15283.664559196433;488.7176434925034;1605.96642375889;39.352173908314455;55.97098211582108;20.622640503080103;5444.334722366971;1059.500915375656;2753.585697562633;9137.532504340734;25534.982619964012;18496.4540934119;19544.9;0.0;62554.12696608291;0;73695.69372009675;95631.6
Paper;36.77063248764352;2.9469854010669345;0.0;22.099999999999852;3.19271964941349;10.701590653979205;15.521328648206826;129.69203870594882;871.7808247711067;1690.027055064052;124.28086343154773;22.92224165460771;26.173368173697877;1.175792570241307;85.89600903480759;1246.411579716336;315.68154911881044;2409.787128593267;10014.395128341084;1518.7071562730184;0.0;0.0;11691.186715099817;0;16627.017079196394;7954.131253301155
Auto_transport;27.275431190144346;2.2772159907669884;0.0;17.599999999999334;6.057805874952586;32.01032308161713;4.410502695871852;36.64365575905531;38.318825262746465;14.968679210058202;42421.78536076835;278.91731395415826;846.9781068202677;1008.279909955406;167.34668202183013;58.698828851816685;168.05423814901425;1323.5271409051743;19399.877851097266;69920.53847510398;145.08956172437394;35794.41634741348;117291.52894088993;0;170206.883398704;136182.0362565126
LandTransp;161.45328770691629;7.101764590920723;0.0;54.19999999999548;7.211800251262048;38.094116032301685;10.746409419233728;90.19504840608853;225.78657852167345;44.69922296948942;102.84055059221627;16742.06116633549;73.76308237726126;91.0740393987389;107.79526678485124;247.90108956990815;418.19563858733807;360.8295486969358;45684.14716718419;26480.71022600446;5233.7;0.0;588.6641012563241;0;91320.956597662;4124.903529363631
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6074816242491974;2643.3315642376947;0.0;0.0;0.0;0.0;0.0;278.6100509981809;731.1863413199557;0.0;0.0;20903.992393176763;0;26501.32074707944;0.0
AirTransp;39.00717263195475;2.0102318690874847;0.0;15.699999999999653;3.033617212581365;16.055833969484272;3.1130418743089145;26.20569338872837;74.76515286636531;10.285203822007581;66.38631239096021;36.03693662546546;48.09427105688618;1983.786543231365;5.937120965139132;59.020582923550336;104.4572310389391;123.60578255850447;4694.55337542288;7293.818420483229;5.6;0.0;16930.359555117535;0;26062.200915834117;7826.619218613053
