;Oil;Gas_heating;Coal_lignite;Electricity;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_transport;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Food_industry;Construction;ManufacturedGoods;Compo;C;G;I;X;Tot_uses;Y;M
Oil;17676.580305671003;1331.0074109039413;21.310550782569152;0.0;796.7269605356156;617.9709937628949;27.90212500961129;32.66317300033284;362.5639862343886;2.959946133286037;17.526728715425673;95.52987642471773;2976.081473611898;11245.918827847989;2060.429033686382;21.196904841734426;604.1459506239097;85.94999949962673;627.6593024550624;1482.26803353608;0;0;20251.2;0;21294.751139562944;14688.0771438906
Gas_heating;567.242425258078;0.0;0.0;3486.471695269428;127.10310027793739;104.57550067683195;1461.133062326232;568.7734892385596;1828.699972020339;751.0132113827057;401.29043746484564;3520.1895999653602;54.004679247987816;40.24268599114554;150.01238935551248;1867.5528117628335;419.51620016953;708.5497260663949;4941.4093709600975;3519.59526718489;0;0;5319.5;0;778.6675005900402;36037.1
Coal_lignite;8.941714707064268;0.0;467.898719941062;0.0;122.78388664702658;0.0;6.146126414636011;131.3685793902409;6.392508489105293;0.0;23.88704697575226;0.0;0.0;0.0;2.1682593246837105;256.3357872242299;129.6155437764788;0.0;261.6477961551694;6.27379837463426;0;0;33.2;0;380.898820642712;8160.9
Electricity;141.9928944898776;901.6891196601392;0.0;944.3727415254212;215.57538030704396;423.8757424223303;732.884658546702;233.03643990705186;2944.8206607782076;525.2702448198886;699.8184818100997;2372.424217047969;0.0;0.0;878.775255504968;1412.8581628106965;851.1892661310271;1696.9989315805674;13721.119050599375;14385.0127512806;0;0;155.207547148143;0;57008.665811440675;799.437279646265
Steel_Iron;114.91479248614776;4.767497005763223;1.8546725083805558;13.085348684660255;791.7948817939042;653.3121873849177;18.368964799394472;213.18490959125072;126.2721254037607;12.1157772543987;1872.30270540215;8.666090427396847;4.420107963228019;0.0;22.858583240990082;8.30968725321582;4846.13250979992;6002.8896538566005;13325.512180950653;137.1;0;66.7;12277.2872693215;0;16219.691731020412;9005.54323751361
NonFerrousMetals;174.64296007401285;2.51475100306816;2.8244359114554025;30.41439194915162;5505.046856718571;1036.1578617674545;13.497489861298359;370.3195630948598;242.05784617197247;7.64487952651843;6260.098057701844;13.68773537062052;7.062576502060718;0.0;18.104965361171338;12.443549789441064;1522.8307264172429;7308.00173215301;27327.38505129609;163.82065169821;0;114.5;10016.2992093563;0;25491.671959240448;17039.1003378335
Cement;5.642522746138326;2.112390842577267;0.0;16.70306273016405;28.832742473724643;7.822313252247121;1102.3934243204862;519.2979528405909;52.21004178401177;14.260090964782787;163.92101887334425;15.096341559345237;1.2878652790593306;0.0;39.36532537485401;27.87281497361248;2439.440339204031;277.9322515201142;1684.6354511750556;884.442618514993;0;0;0;0;6011.053807186142;718.223746189102
OthMin;10.668655315725838;14.585555817795576;0.0;174.5011059322001;195.61602852356168;53.27878152368721;446.53884666962387;2012.694541343762;287.0878484102199;28.962191398895154;945.3912172374854;94.681543869571;8.209484214606954;2.746056752844194;217.25182233509804;148.2172447024914;16097.940350170587;1490.56012849622;10574.689030471378;5881.05932911584;0;0;1.41019602364448;0;22004.52471628752;10247.6
ChemicalPharma;1203.7840595377477;588.9261006446462;0.0;1655.0656905415706;78.76187100645842;505.12313372922887;46.59461001947969;417.15990110257775;12324.27133314663;249.38308347768347;1904.218137267737;46.62218171917477;51.85804190814062;25.380948221977274;5897.380599057168;991.2415339879886;2917.667844691557;8948.617527737515;35281.423303211355;8859.58058841361;19544.9;0;38246.0179674428;0;58675.117958339426;95631.6
Paper;54.36088987556087;6.169702008093536;0.0;17.010953287024922;2.9193573292595807;4.702725327587043;6.480639066573158;53.422711817213305;526.877306220881;739.1267270787213;54.89418925705339;16.95764083995184;9.03329044354079;0.0;33.394821772751094;859.6252787744951;124.60840664299346;1614.1590475025444;6735.562521575054;194.495429437328;0;0;20212.3281056768;0;16453.22551147386;3500.96384515292
Auto_transport;40.323394251981135;4.767497004284007;0.0;13.547184522033355;5.604279408150483;33.50550843182552;4.9794119525603655;40.372911818380686;30.89161141239031;25.80734830886572;50300.138242366505;335.2644323848356;784.7392433956791;1240.9225762745614;178.93963704813385;54.59565286899885;178.0648028164062;1196.5571160925879;26967.296147914014;60649.4898317959;186.745663073826;49979.0500896732;122342.119614492;0;201962.63489808212;144998.617132763
LandTransp;238.7164906598531;14.863708278579121;0.0;41.72019488208406;6.730546178657651;39.85171461032288;12.101965439939411;100.26544458472458;180.76358231420653;58.49486583219177;121.93956161551739;20145.21901402096;68.34271745601481;112.0877550816419;113.97108729158722;227.24003428753363;443.11944841730246;328.69147946198126;62784.58314478188;23554.105056853;5233.7;0;882.495882565182;0;108751.5142926147;3656.5707062778
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9436551952890662;2449.0904728473383;0.0;0.0;0.0;0.0;0.0;387.94420819055506;1198.03351376555;0;0;16230.9509502543;0;24521.010341306963;0
AirTransp;57.66440876261313;4.20717127260355;0.0;12.084401764183688;2.8216581294971284;16.806201237801893;3.497403301258567;29.10133524256865;60.91676065977068;15.886017610071528;78.71523231840425;43.44128135505477;44.56013865099651;2441.5100243602587;6.181448366566062;54.637459585672026;110.68166443054253;112.07550236732098;6517.8575957246485;3424.95786550047;5.6;0;24715.7442247156;0;32026.150887591186;7344.27315785877
