1.195724241818554e-06;9.7830697218110412e-08
4.1473340324075149e-08;6.2328154643786169e-10
5.0833501053336009e-10;9.3313521346430448e-10
1.6841318411945631e-11;1.1330973154985576e-09
8.24244723467431e-09;8.8021211227888347e-09
1.2279181472928102e-09;2.6009486473022143e-09
8.9738557129180595e-11;6.0749038108158278e-10
3.6251425186553225e-07;4.9113454697599959e-09
1.4216762717964718e-08;4.7826710551361149e-09
4.1680715533892006e-08;6.6289333261662196e-09
2.0682275103251685e-07;2.7095945954915827e-08
7.8929306662555368e-09;1.2016312190192919e-08
5.8149872487802787e-09;1.036419590777935e-08
5.1877311369837872e-09;8.6525815093245328e-09
1.3488024561287899e-07;1.1209503153650923e-07
4.1366334038270929e-08;2.7529899511977825e-08
