2.4693448134007134e-07;8.7999892644172118e-07;1.7084142712520137e-07;6.2947380157680388e-08
6.0586856118556203e-08;3.3737906430131234e-09;2.4640162917238971e-09;9.8316588477345288e-11
2.3967079336942088e-14;1.4210450054873353e-09;2.0802901124253779e-09;5.2457939012958522e-10
4.8036853541343308e-14;4.0190578363683769e-11;1.5985595544852686e-09;4.7121360987343477e-10
3.0264156574193654e-10;1.7445784456994415e-08;9.3746534099057806e-09;5.7586905130587138e-09
7.3432105977359814e-15;2.5150866292374308e-09;3.4730192882776433e-09;1.9321136077033694e-09
8.338338717081952e-14;5.3833543412706633e-10;1.7767401474123911e-09;3.214500629032284e-10
4.0150336827562505e-08;1.2062465491011558e-06;1.6097654248450981e-08;1.7022009839613189e-09
5.0140694781174766e-11;3.6311582591996714e-08;1.1902131758584071e-08;1.4543710376897856e-09
1.0303444911547393e-08;4.8840118830746612e-08;1.760938569291916e-08;3.4799149375414603e-09
3.1183540032182187e-09;4.7338338220424506e-07;8.0173181995721224e-08;1.0849550524260736e-08
1.5036915196106809e-12;1.6393461935455608e-08;2.1579965670815731e-08;5.4891635332549548e-09
5.1233566993253645e-12;1.2276955714378807e-08;2.0053509211980832e-08;5.6579244623318964e-09
2.8753144126588296e-11;1.2144538902193037e-08;2.292447996144692e-08;3.4793033540978089e-09
2.0707554736355157e-09;3.5437006124675952e-07;5.8713237923372874e-08;1.1023089796394264e-07
9.4603006916337608e-10;7.984534856573573e-08;5.2341355314431795e-08;1.3309811694238293e-08
