1.9198520540223775e-07;4.756011493583477e-07;4.3866890467607141e-07;2.3178082315899941e-07;2.3178082315899941e-07;2.3178082315899941e-07;1.2150624345471595e-06;0;2.2076421945378727e-07;2.3784647621231728e-07;2.9774060130401418e-07;2.9774060130401418e-07;1.6079181965516811e-07;1.4485936849655366e-07;1.5447579330173379e-07;5.731193011221108e-07;6.2286962506029038e-08;5.9891271267156282e-07;1.5524567696729246e-07;9.9027410066370824e-08;8.2941329452848037e-08
3.028078298698901e-08;2.0881379488723186e-07;1.1404976122701743e-09;4.8211278282687849e-09;4.8211278282687849e-09;4.8211278282687849e-09;4.8976137843478684e-10;0;2.2482805520952694e-09;2.1488636776640025e-09;3.3977075500682932e-10;3.3977075500682932e-10;3.2668512592944669e-10;3.5876879952262773e-10;6.8015757985549561e-10;3.1798027072386705e-09;1.0053112385666507e-09;1.0440727867306111e-08;7.4587606934951218e-09;1.0930724923673152e-09;8.7874896282718402e-11
2.0997199901475385e-16;1.1234843146071073e-13;1.5399880573108025e-15;2.5671880929354275e-09;2.5671880929354275e-09;2.5671880929354275e-09;4.9379536679146054e-10;0;7.6767317022210316e-09;5.9269537999864014e-10;1.5924288175027982e-09;1.5924288175027982e-09;5.5825201353771951e-10;1.0060085028561346e-09;4.7522243679533188e-09;1.4133717059691388e-10;1.5747113388133789e-10;2.5228515873353726e-09;1.9302147784699134e-10;3.8134466438435382e-10;5.3788918036687482e-10
2.9172824148060073e-19;3.374304641411563e-13;8.8183158054330742e-17;5.5985312706581232e-12;5.5985312706581232e-12;5.5985312706581232e-12;3.2211875378950483e-10;0;3.9409524379573543e-11;2.2270879943367731e-10;5.4803400538816151e-10;5.4803400538816151e-10;3.2811796482486338e-11;1.0116354028868926e-09;9.8068371346166802e-11;2.1827944609563368e-10;1.1559525165752242e-10;8.4737320064641378e-09;5.863736664999113e-10;1.4942017942231979e-09;6.5359160388047756e-10
3.2360985337057795e-16;2.2690529047335596e-12;1.9571759072876634e-08;2.9665692475253492e-09;2.9665692475253492e-09;2.9665692475253492e-09;3.1761354483433549e-08;0;8.0495586253365778e-09;1.7956996512376244e-08;1.4475493504988719e-08;1.4475493504988719e-08;1.4508633619355722e-08;1.2049085863555369e-08;6.8586116975096676e-09;6.4481080059030743e-10;4.1226532915052582e-09;3.7733094204082417e-09;7.2489805863058956e-09;8.5193266946422039e-09;6.9090560143345624e-09
2.950206199852263e-17;4.1543013543942761e-14;3.2723073836962705e-18;1.5070865867788246e-09;1.5070865867788246e-09;1.5070865867788246e-09;1.4202747104760072e-11;0;1.2926567192677163e-09;1.7820127942062624e-09;4.2919445336357505e-09;4.2919445336357505e-09;3.7550354191031499e-09;4.4273517162386475e-09;3.9051490832488231e-10;5.9654788055072273e-10;2.8616176882824977e-09;1.1999572457457564e-08;1.2966473440687722e-10;1.7252448872554157e-10;2.1941546882099922e-09
5.4887728033658621e-19;5.3127969740551879e-13;2.1593336991376767e-14;4.417379074621287e-11;4.417379074621287e-11;4.417379074621287e-11;4.9175066153849999e-09;0;2.4826688563642355e-10;5.1418515473987753e-10;6.5943922048161287e-10;6.5943922048161287e-10;1.0208271823458391e-10;1.1996978902568874e-09;9.6643197515777638e-10;1.8665370984565749e-10;2.7615505616179156e-10;7.3475408987509994e-09;5.7465565843863012e-11;5.8383529000258456e-10;3.2295148294556124e-10
3.32948162901527e-08;1.2833342941642168e-07;9.9009203700069401e-08;2.9356133626039224e-07;2.9356133626039224e-07;2.9356133626039224e-07;1.81680187219657e-08;0;2.8270652662481532e-08;1.1401975493399336e-08;3.156656114908134e-09;3.156656114908134e-09;1.9548135079421436e-08;2.8062718763199903e-08;5.9111366216412655e-09;7.3398004576525764e-10;4.1709580232792551e-09;1.1578465398994355e-07;9.9921372556617396e-10;2.2997291332807558e-09;2.5092618775522346e-09
1.2994893717114386e-14;2.7956203410290446e-10;6.1773194560822569e-12;1.4734934683726461e-08;1.4734934683726461e-08;1.4734934683726461e-08;2.2359838421634738e-08;0;7.5798795944549703e-09;3.9041435965439832e-09;3.7433058815407126e-09;3.7433058815407126e-09;1.5959368421024786e-09;1.7094631625440741e-08;5.3522713022927397e-09;3.5461994358995764e-09;9.0730017094441981e-10;1.3218204910476724e-08;2.7044140310882971e-08;1.912453042327632e-08;1.4716151292675253e-09
6.897738836214314e-09;3.3580786506798511e-09;1.9560952532266355e-10;1.2095754616815373e-08;1.2095754616815373e-08;1.2095754616815373e-08;1.1922332344264186e-07;0;1.920428869344224e-08;1.2148672823579152e-08;1.6704387234984287e-08;1.6704387234984287e-08;3.6389002726084087e-09;2.1971890774079936e-08;9.8127982743311779e-09;3.4382623553153894e-09;1.2330277055143143e-08;3.66890897791773e-08;5.7674171621500774e-09;9.9491812268083448e-09;4.5807512283755416e-09
