1.86849777341771E-07;4.72584043185339E-07;4.24508593924097E-07;2.29240317817855E-07;0.000001215;0;1.94574763514569E-07;1.45586577021609E-07;1.45586577021609E-07;7.78791137029433E-08;6.01161438450294E-07;6.01161438450294E-07;1.14815149937308E-07;0;0.000000101
3.03729588525553E-08;2.09485217377312E-07;8.84522166081026E-10;4.807604170394E-09;5.41543484216944E-10;0;0.000000001;3.53292990040054E-10;3.53292990040054E-10;2.82941732756231E-11;6.37653875424667E-09;6.37653875424667E-09;2.38712946530844E-09;0;4.35202198253355E-10
1.88347039459471E-16;1.07957336738906E-13;1.42881339856674E-15;2.46312987505423E-09;5.01036216183447E-10;0;1.83648062713047E-09;4.82817711745452E-10;4.82817711745452E-10;1.44048939201549E-09;2.67722171721704E-09;2.67722171721704E-09;3.35482681064469E-10;0;5.33336507900558E-10
2.93586675959064E-19;3.25998841176901E-13;8.76455932234649E-17;5.60527678377899E-12;3.19507481096748E-10;0;0.000000001;2.23730123038302E-11;2.23730123038302E-11;1.47018457973861E-11;1.84203644355536E-09;1.84203644355536E-09;1.26933701689658E-09;0;1.05014273805936E-09
3.11367420388111E-16;2.06689157994201E-12;1.95488000193192E-08;2.90424328185316E-09;3.17207444321014E-08;0;1.20656549577487E-08;1.35645538943614E-08;1.35645538943614E-08;7.66552064442478E-09;6.40665128477706E-09;6.40665128477706E-09;0.000000008;0;6.25009632460669E-09
3.08647034016763E-17;4.28082164067936E-14;3.41523128350684E-18;1.48899234254765E-09;1.42437511951221E-11;0;3.61152411434657E-09;3.65311285495409E-09;3.65311285495409E-09;0.000000005;2.61347603442149E-09;2.61347603442149E-09;1.67527185881225E-10;0;2.32741159883104E-09
4.50353825179829E-19;5.28974685478261E-13;2.07958157532204E-14;4.0523449780171E-11;4.81197721008167E-09;0;9.44698162403363E-10;9.36070604564642E-11;9.36070604564642E-11;4.72527616588308E-11;1.08981522273307E-08;1.08981522273307E-08;4.35527069875303E-10;0;4.8565276090886E-10
3.21975185869158E-08;1.28532805592653E-07;9.72899350544171E-08;2.89818340225651E-07;1.81630326901832E-08;0;2.0367665831478E-08;1.93715391123489E-08;1.93715391123489E-08;2.3910808587316E-10;6.43031054291742E-08;6.43031054291742E-08;0.000000002;0;5.69031444753133E-09
1.27989389574783E-14;2.86010850474822E-10;7.1569028227376E-12;1.47115326140863E-08;2.24280929588782E-08;0;0.00000001;1.91892799896873E-09;1.91892799896873E-09;9.12337676114253E-10;1.02367960149448E-08;1.02367960149448E-08;2.13407581732485E-08;0;2.49921173201055E-09
6.68316096964479E-09;3.36156750486675E-09;1.95435195323376E-10;0.000000012;1.19318726273955E-07;0;1.7464565742933E-08;3.32339722931493E-09;3.32339722931493E-09;7.62191907833555E-09;1.99196544648604E-08;1.99196544648604E-08;9.07063014917635E-09;0;5.85375768078951E-09
2.56263856061086E-13;3.11049248568521E-09;9.61461620313039E-08;9.68172965210687E-08;5.11465882985325E-08;0;5.32033706795292E-08;1.44342363993167E-08;1.44342363993167E-08;5.73270627588327E-09;2.18917907541573E-07;2.18917907541573E-07;9.29460639847939E-09;0;2.84278115274213E-08
6.20037973980005E-18;1.33463096611912E-11;2.43972043274883E-11;7.30610315052433E-09;8.2772067122236E-08;0;1.71196821829651E-08;9.6190272711143E-09;9.6190272711143E-09;3.50923015367453E-08;1.07105516597239E-07;1.07105516597239E-07;2.48142455514682E-08;0;4.66917346372978E-09
1.16542837180263E-11;6.03769393638869E-13;1.91987638265838E-12;1.01816090704935E-08;0.000000014;0;1.51330483569014E-08;9.90204608521344E-09;9.90204608521344E-09;8.34101843494939E-09;6.23817541039859E-08;6.23817541039859E-08;9.9445348078769E-09;0;7.70104222741219E-09
2.07687824596871E-14;1.36786892925635E-10;1.28824180800129E-11;0.000000013;1.54380728501672E-08;0;1.38449521219256E-08;1.55253536319029E-09;1.55253536319029E-09;3.28792254779285E-09;2.67560686253973E-08;2.67560686253973E-08;1.56384410111373E-08;0;0.000000005
5.83072221959438E-12;1.92247471098489E-08;5.23068345166026E-08;9.58338154968627E-08;2.57549036477582E-07;0;9.97093233596828E-08;1.61796272912793E-07;1.61796272912793E-07;1.21825997960984E-08;6.94304031148843E-08;6.94304031148843E-08;1.4871734676013E-08;0;1.52262606842005E-07
5.21370372444088E-14;0.000000003;2.77418070543149E-09;1.4231639097854E-08;5.9065393531018E-07;0;5.54066445494567E-08;1.76138780795189E-08;1.76138780795189E-08;5.14277801911044E-08;3.59381219238139E-08;3.59381219238139E-08;1.95312579009563E-08;0;1.65754729743386E-08
