2035;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;38631.467225289;9939.33619610033;0;0;0;0;0;0;1074.76773176967;47582.3391586769
FinEnHTr;133.684511448014;0;567.777159297373;39519.908608084;24818.2476603567;0;0;9224.4994443662;0;45951.6856684854;32002.3359731962
FinEnHRes;65.8196525232965;1593.60247473387;14850.8060014553;56121.8298046631;30253.081786896;0;0;24807.3290369976;0;77087.6556036508;56794.9249743982
AllComp;95.6468756883658;12090.7489542989;19445.4751378773;2201263.23217674;1169708.955;0;0;779976.4064;0;4629734.11087312;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
