2045;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;39724.5590540885;10220.5734350664;0;0;0;0;0;0;1253.03433398842;48928.699260047
FinEnHTr;137.467164751051;0;583.842626596028;40638.1392184431;25520.4892698832;0;0;9485.51010980636;0;53573.4728027687;32907.8540512644
FinEnHRes;67.6820442343868;1638.69405340282;15271.0151174231;57709.8179910553;31109.1040628403;0;0;25509.2616999883;0;89873.8177029211;58401.9586406255
AllComp;111.511367185267;14096.1838688863;22670.8034380215;2566376.27510657;1363723.006;0;0;802046.1309;0;5397646.04637815;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
