2030;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;38096.2529673507;9801.63305333404;0;0;0;0;0;0;1016.43322910788;46923.1162978089
FinEnHTr;131.832398087286;0;559.910970078737;38972.3855633052;24474.4067203426;0;0;7277.35992589408;0;43457.5944795657;31558.9640867416
FinEnHRes;64.9077633559093;1571.52413220058;14645.0575874098;55344.2977653576;29833.9446978361;0;0;19570.9114940186;0;72903.6166545117;56008.067632233
AllComp;90.4555094428909;11434.5068601153;18390.045124806;2081786.6307856;1106221.386;0;0;615336.26592;0;4378448.89935173;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
