2032;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;40282.6493842393;10364.1622712556;0;0;0;0;0;0;1381.57847680905;49616.0985559514
FinEnHTr;139.398440948638;0;592.045031657076;41209.064436323;25879.0266236358;0;0;9618.77204133902;0;59069.3765881314;33370.1764928306
FinEnHRes;68.6329092738357;1661.71606615908;15485.5576088078;58520.5832240115;31546.1558658191;0;0;25867.6413176114;0;99093.6391757033;59222.4477575677
AllComp;122.950904571255;15542.2590667625;24996.5170405528;2829651.29438615;1503622.288;0;0;813314.077;0;5951370.52579633;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
