current_year;2030;2050
Crude_oil;65.42670543237631;55.02591364507184
Liquid_fuels;586.6711134803573;493.40882771171187
Gas_fuels;661.5065340605066;756.7162999687159
Solid_fuels;8.817910846600496;5.805906834620845
Elec_heating;7955.233760759465;19069.21821652263
Steel_Iron;1145.4046052124838;1490.375779024223
NonFerrousMetals;1257.2061889548256;1720.853202556492
Cement;481.4812106094921;627.4031534279093
OthMin;1233.9250241596953;1600.4188017741064
ChemicalPharma;5565.957322051302;8209.363095985907
Paper;1518.276306135604;1948.9729823599275
Auto_industry;10429.032161111732;12178.034466674575
OthEquip;1969.7498345446224;2595.2056908213144
Electronics;5461.41367521785;7195.579662597825
Food_industry;7101.845941414913;9705.82167612781
OthManuf;10282.511741228795;13505.524885360486
LandTransp;9114.818670013854;12600.524419656358
NavalTransp;3399.946516119685;4053.321259977106
AirTransp;3236.516335759963;3475.6160053103476
AgriForest_Fish;14779.843601693185;17909.536822457274
Construction;13571.248418094432;15988.091947885026
Property_business;93127.55174690054;121251.64233403657
Compo;306218.0012129346;392979.29175616195
