2022;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3410.8;0;0;0;0;0;0;129.7514886;9021.281941;334.7833406;1077.698777;197.3234316;9.409025693;43.62863792;0;138.1567994;41.47776919;3.208980097;8.279959302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14415.80015;2098.380061;12317.42009
CrudeOil;0;0;0;42982.71864;0;47441.10375;0;21690.97761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92345.2;204460;186857.8086;17602.19139
NaturalGas;0;14122.86697;3416.273463;1450.204078;0;1600.626584;0;731.8370076;0;5472.878494;0;0;0;0;0;0;4.194205718;1225.349197;478.0683953;660.3957773;2145.289577;154.1910896;714.9674617;225.0380766;873.9579242;1373.604447;663.3524412;1711.61274;0;0;0;0;1636.898232;0;0;0;3.181854515;18.23242275;18.32822972;213.726082;745.6416482;0;0;0;39660.7164;34058.56629;5602.150102
OthFossFuel;0;789.6014499;755.7373459;1525.976329;0;1644.104937;0;819.80262;0;1465.072071;2.118272166;3.647371072;8.554245435;18.68237602;5.750494951;2.746596799;3113.338531;218.4094693;570.4807017;1932.39771;1664.562404;71.48866706;331.4852433;42.98647618;381.9495511;445.0297905;177.6769226;458.4502377;0;0;502.945514;958.3971891;0;0;3238.514628;0;19.73938247;113.1091206;113.7034817;449.0876119;7045.617559;0;0;13320.61878;42211.78308;39683.4789;2528.304183
OthBiofuel;0;0;0;0;1911.918748;0;0;0;0;2009.426041;111.2291064;191.5211046;449.1779154;980.9995257;301.9547842;144.222028;297.8370974;3199.017967;0;12.63921833;65.65444349;419.6708805;1945.968636;64.2268644;10925.44669;2297.10323;261.8974237;675.7598813;0;0;0;0;0;0;0;0;0;0;0;181.1824917;5462.649314;0;0;0;31909.50339;31909.50339;0
Diesel;0;1339.264741;0;3.557784061;0;3.604159309;0.229039299;1.911353826;0;85.52803082;310.9641523;535.4371696;1255.770492;2742.588659;844.1775404;403.2027417;51.9228895;36.00959917;411.3643217;10.25243095;17.48759564;41.21888355;191.12752;1.455881287;193.3585672;16.72974815;34.42214001;88.81760241;29338.21247;1186.147048;0;255.8088434;8490.90331;0;0;86.24916513;0.219439744;1.257417071;1.264024494;6.576085928;0;0;0;0;47987.04085;45996.91455;1990.126296
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.33541135;35.01475979;82.12075032;179.350797;55.20474759;26.36732739;3.758165695;1.822071141;24.84960878;0;1.183444249;2.668357721;12.37288712;0.14490845;10.91245873;1.506083922;3.124393338;8.061704623;1857.356364;61.13386065;0;0;537.5458138;0;0;0;0.013236049;0.075844208;0.076242751;0.262500036;0;0;0;0;2925.261739;2925.261739;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2763.078508;0;47.34577071;0;0;0;0;0;20262.57572;0;0;0;23073;22280.62061;792.3793946
Ethanol;0;0;0;0;0;0;0;0;0;0;0.62657258;1.078871137;2.530296018;5.526138104;1.700962942;0.812427349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831.52437;0;0;0;0;0;0;0;14818.69717;0;0;1090.095401;17752.59221;17752.59221;0
Electricity;0;908.07942;61.58473229;160.5607262;44.22392252;162.6536141;10.33641038;86.25828688;593.6327897;11652.26537;133.6464976;230.120745;539.7063511;1178.712613;362.8115034;173.2888947;557.7183748;2414.434441;1273.294855;2728.237008;1900.489606;442.6019174;2052.297382;582.6288147;2220.846527;344.0885771;1237.884571;3194.047193;0;0;0;0;0;219.0888356;0;0;289.30265;1657.740225;1666.451249;9649.773631;14956.24226;0;0;0;63685.05;61694;1991.05
