2029;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3546.6;0;0;0;0;0;0;152.6800849;10198.8302;417.7127238;1405.416682;187.2295267;9.746809372;45.19490443;0;144.7363348;44.17956636;3.671088339;9.472312425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16165.47024;2188.573821;13976.89641
CrudeOil;0;0;0;46129.31747;0;51841.70809;0;21617.77444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183490.3;303079.1;285476.9232;17602.17677
NaturalGas;0;25438.31756;7529.661923;1459.098827;0;1639.785274;0;683.7835689;0;14595.86629;0;0;0;0;0;0;4.940507198;1379.355939;604.9825786;856.3323618;2212.907693;166.003881;769.7421025;237.2866365;995.6985054;1505.136073;778.6554567;2009.122929;0;0;0;0;1267.577549;0;0;0;4.010395458;22.98006557;23.10082026;301.6510353;802.6530853;0;0;0;65288.65105;64133.29561;1155.355439
OthFossFuel;0;665.1526177;630.9753263;1524.814031;0;1721.263298;0;780.8068973;0;1475.098047;2.75691176;4.747019934;11.13327183;24.31494071;7.484216336;3.574670495;3737.354154;334.2848389;739.126217;2536.167834;1720.360632;77.72730797;360.4131487;45.53707592;437.178583;496.2238166;212.8261768;549.1439737;0;0;563.7319413;1120.738918;0;0;3629.92429;0;23.65957965;135.5723388;136.2847386;480.7864063;7561.522088;0;0;13489.04919;45239.7345;42949.37684;2290.357655
OthBiofuel;0;0;0;0;2197.748415;0;0;0;0;3765.177698;104.286634;179.5671293;421.1420405;919.7694895;283.1079837;135.2202704;336.0311806;3904.535864;0;16.77676223;69.32504893;462.3674195;2143.947885;69.32378286;12416.82458;2570.973282;314.6882365;811.9731853;0;0;0;0;0;0;0;0;0;0;0;165.5068817;5382.793339;0;0;0;36671.0871;36671.0871;0
Diesel;0;1349.362086;0;3.548966087;0;3.766816087;0.239380699;1.817308303;0;90.10110233;373.0639814;642.3644683;1506.549022;3290.286154;1012.760577;483.7227027;62.02464319;43.74528531;528.8984003;13.33320688;18.12381488;44.7083265;207.3076908;1.539617834;222.4807565;18.52949916;41.07856043;105.9928071;34384.68371;1445.564042;0;277.5813413;9951.425125;0;0;93.59003632;0.201053427;1.152061182;1.158114985;5.79633804;0;0;0;0;56226.49699;50836.27852;5390.218474
Biodiesel;0;0;0;0;0;0;0;0;0;0;21.42271909;36.88695303;86.51163902;188.9404486;58.15647296;27.77715377;3.959109881;1.919494892;26.17828474;0;1.183444249;2.811031305;13.03444915;0.152656515;11.49593358;1.586612252;3.291450548;8.492753385;1956.66677;64.40260792;0;0;566.2876827;0;0;0;0.013943763;0.079899499;0.080319351;0.276535569;0;0;0;0;3081.608366;3081.608366;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3247.819292;0;52.83922928;0;0;0;0;0;23817.34148;0;0;0;27118;22467.4;4650.6
Ethanol;0;0;0;0;0;0;0;0;0;0;0.766606415;1.319989993;3.095796438;6.761184675;2.081114217;0.993998203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1981.852155;0;0;0;0;0;0;0;16034.98562;0;0;1471.42597;19503.28244;19503.28244;0
Electricity;0;920.4515928;62.42379651;161.1300864;44.82645353;171.0209077;10.86835765;82.50939475;601.7207688;12094.1024;170.9945585;294.4289294;690.5295007;1508.108679;464.2006635;221.7151858;662.8595375;2992.914622;1625.797932;3569.47967;1978.006081;480.7917459;2229.3795;619.860526;2552.940106;380.4250267;1466.107777;3782.919296;0;0;0;0;0;269.4156666;0;0;352.852138;2021.886708;2032.511233;12048.81456;18108.9566;0;0;0;74674.95;73266.3;1408.65
