reference_year;2018;2030;2040
current_year;2030;2040;2050
GDP;0.00875519600436347;0.0119543434069898;0.0150849295540578
GDP_world;0.00875519600436347;0.0119543434069898;0.0150849295540578
Population;0.00197856523676765;0.000871212074141647;0
Labour_force;0.000759961627890382;0.000880782433582805;-0.00174369986205525
Retired;0.0144484675373784;0.00676692092180242;0.00342498838954231
pM_Crude_oil;0.046639;0.015240;0.029156
pM_Liquid_fuels;0.046638;0.015240;0.029156
pM_Gas_fuels;0.095638;0.009575;0.004353
pM_Solid_fuels;0.0371862157314031;0.0067164028144453;0.00964259190555294
pM_Elec_heating;0;0;0
units;mean_yearly_growth_rate;mean_yearly_growth_rate;mean_yearly_growth_rate
