reference_year;2018;2030;2035;2040;2045
current_year;2030;2035;2040;2045;2050
GDP;0.00716989429674597;0.01108260190955;0.01108260190955;0.0150847932902065;0.0150847932902065
GDP_world;0.00716989429674597;0.01108260190955;0.01108260190955;0.0150847932902065;0.0150847932902065
Population;0.00197856523676765;0.000871212074141647;0.000871212074141647;0;0
Labour_force;0.000810648192526964;0.000281659658143418;0.000281659658143418;-0.00186457829035158;-0.00186457829035158
Retired;0.023438673;0.0079111127;0.0079111127;0.0079111127;0.0079111127
pM_Crude_oil;0.022845985327026;0.0150010479020912;0.0150010479020912;0.020073293318704;0.020073293318704
pM_Liquid_fuels;0.022845985327026;0.0150010479020912;0.0150010479020912;0.020073293318704;0.020073293318704
pM_Gas_fuels;-0.00327554905683292;0.0318978480489966;0.0318978480489966;0.000694078860379088;0.000694078860379088
pM_Solid_fuels;-0.00573037708143587;0.0123356969458599;0.0123356969458599;0.00671161988687419;0.00671161988687419
pM_Elec_heating;0;0;0;0;0
units;mean_yearly_growth_rate;mean_yearly_growth_rate;mean_yearly_growth_rate;mean_yearly_growth_rate;mean_yearly_growth_rate
