reference_year;2018;2030;2040
current_year;2030;2040;2050
GDP;0.00873459382355191;0.0119491814025237;0.0149526899409642
GDP_world;0.00873459382355191;0.0119491814025237;0.0149526899409642
Population;0.00199500351757442;0.00085602642227256;-0.00003466105567973
Labour_force;0.00272517473171763;0.000502520624156455;-0.00181360466240066
Retired;0.0144484675373784;0.00509456566879063;0.00509456566879063
pM_Crude_oil;0.0088859305371316;0.0128945367147462;0.0223060099049595
pM_Liquid_fuels;0.0088859305371316;0.0128945367147462;0.0223060099049595
pM_Gas_fuels;0.0417150466552354;0.0225359290199116;0.0299606812992972
pM_Solid_fuels;-0.00976724058888057;-0.00511619689182374;0
pM_Elec_heating;0;0;0
units;mean_yearly_growth_rate;;mean_yearly_growth_rate
