IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-1.4;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;-1.4;
Natur;42.4;-100;39.4;49.9;48.2;47.1;49.8;37.8;44.7;43.7;43;41.5;41.8;44.9;44.2; 29.8;-100;-100; 0.4;36.3;
Coal ;-100;-100;200.8;-100;321.3;266.1;203.9;-100;223.7;180.4;-100;-100;267.9;224.1;263.5; 241.6; 4449025.2; 56321.4; 82.5;227.5;
AllFu;-100;-100;-100;-100;49.7;37;26.9;23.6;23.5;18.5;21.6;20.4;30;23.6;25.2; 18.7;-100;-100; 1.6;18.4;
Elect;-7.5;-4.4;-9.5;-2.7;-100;-4.5;-2.6;1.9;1.8;1;0.5;-0.5;0.2;1.9;1.4; 2;-100;-100; 7.4;1.5;
HeatG;-100;-100;-100;-100;-100;-100;8.6;-100;13.4;-100;-100;-100;11.6;13.5;13; 13.5;-100;-100;0;12.1;
Heavy;-100;-4.3;-9.4;-2.7;-3.8;-4.5;-2.6;1.9;1.7;1;0.5;-0.5;0.2;1.9;1.4; 0.7; 0.7; 0.6;-0.9;-0.1;
Build;-100;-100;-100;-100;-100;-100;-100;0.6;-100;-100;-100;-100;-100;0.6;-100;-100;-100; 0.6;0;0.6;
Work_;-8.7;-5.5;-10.6;-3.9;-5;-5.7;-3.8;0.6;0.5;-0.2;-0.7;-1.7;-1.1;0.6;0.1; 0.7;-100; 0.6;0;0.5;
Autom;-100.9;-5.8;-10.8;-4.1;-5.2;-5.9;-4;0.3;0.2;-0.5;-1;-2;-1.3;0.3;-0.2; 0.7;-100; 0.6;-0.9;0.1;
Load_;-100;3;-2.5;4.8;3.6;2.9;4.9;9.7;9.6;8.8;8.3;7.2;7.9;9.7;9.2; 0.7; 0.7;-100; 8.8;8;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100; 0.7;-100;-100;0;0.7;
Agri_;-100;-4.8;-9.9;-3.2;-4.2;-4.9;-3;1.4;1.2;0.5;0;-1;-0.3;1.4;0.9; 0.7; 0.7; 0.6;-0.3;0.3;
Prope;-100;-5.6;-10.6;-4;-5;-5.7;-3.8;0.5;0.4;-0.3;-0.8;-1.8;-1.1;0.5;0; 0.7; 0.7; 0.6;0;0.5;
OthSe;-8.8;-5.6;-10.6;-4;-5;-5.7;-3.9;0.5;0.4;-0.3;-0.8;-1.8;-1.2;0.5;0; 0.7; 0.7; 0.6;-0.2;0.2;
Labour_income;-9.2;-6.1;-11.1;-4.4;-5.5;-6.2;-4.3;0;-0.1;-0.8;-1.3;-2.3;-1.6;0;-0.5;;;;;;
Labour_Tax;-9.2;-6.1;-11.1;-4.4;-5.5;-6.2;-4.3;0;-0.1;-0.8;-1.3;-2.3;-1.6;0;-0.5;;;;;;
Capital_income;-8.7;-5.6;-10.6;-3.9;-5;-5.7;-3.8; 0.5; 0.4;-0.3;-0.8;-1.8;-1.1; 0.5; 0.1;;;;;;
Production_Tax;-8.4;-5.4; 149.7;-2.2; 1.7; 12.2;-1.1; 0.6; 0.5;-0.2; 4.5; 0.6;0; 0.5; 0.1;;;;;;
Profit_margin;-8.4;-5.4; 149.7;-2.2; 1.7; 12.2;-1.1; 0.6; 0.5;-0.2; 4.5; 0.6;0; 0.5; 0.1;;;;;;
M_value;-9.3;-6.2;-11.1;-4.5;-5.6;-6.4; 1.3;-0.1;-0.3; 0.3;-1.4;-2.4; 1.7;-1.1; 0.6;;;;;;
Trade_margins;-9.3; 1697.3; 62.1;-3; 6161;-4358;-0.1;-45.2;-234.5;0; 6153; 1039.8; 0.3; 80.7; 0.1;;;;;;
