IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
SpeMarg_PassTransp;0;-5.1;0;-5.1;-5.1;0;0;0;0;-0.1;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-4.9;-4.9;-4.9;-4.9;-4.9;0;0;0; 0.1; 0.1;0;0; 0.1;0;;;;;;
SpeMarg_Property_business;0;-4.7;-4.7;-4.7;-4.7;-4.7;0;0;0; 0.3; 0.3;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-4.2;-4.2;-4.2;-4.2;-4.2;0;0;0; 0.8; 0.8;0;0;0;0;;;;;;
SpeMarg_C;0;-5;-5;-5;-5;-5;0;0;0;-0.1;-0.5;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 5.9;0;0;0; 5.9;0;;;;;;
SpeMarg_X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
VA_Tax;0; 29.5; 163.6; 17.8;-5;-5;0; 5.9; 5.4; 1.5;0;-0.1;-0.1; 0.1; 1;;;;;;
Energy_Tax_IC;0;-5.3;0;-4.7;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;0;;;;;;
OtherIndirTax;-8.6;-5.2;-8.4;-4.9;-4.9;-4.5; 0.8; 5.9; 4.7; 0.9; 0.6;-0.1; 0.2; 0.3; 0.9;;;;;;
Carbon_Tax;5.696e+23;3.521e+24;2.017e+24;7.429e+24;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-0.6;37.7;163.1;18.2;-4.5;-4.6;0.5;5.9;4.8;1;1;-0.1;0.1;0.3;0.9;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
