2050;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_industry;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0.0;27838.911921971383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;566.549626157258;17602.37396990008
Liquid_fuels;76.6228342247505;0.0;984.5962828145712;89.94917841926802;1646.2704929759468;1108.7879797288524;705.3773211284166;182.12232861949727;358.6714750772916;2045.1896502580926;31.537962220694133;188.01438860678203;212.95146853836133;94.42452264198333;435.1173098555847;777.0964422914476;1681.2014171243322;2195.5460417678596;8502.745731839837;3976.362945972667;810.8837271279928;13.651185398431892;4471.6019485639645;2458.439472405788;0.0;0.0;20251.231;0;33062.95071049094;15145.442038784318
Gas_fuels;19.954047798146476;875.8540957962604;0.0;0.0;4986.896584098863;148.4909735901584;161.59465602792346;789.1068724354373;588.7055340421813;2674.020311743361;780.0854463167709;286.74654398834474;161.45346528770213;71.58986267304853;2984.3310179722585;584.3395088872406;153.37390184869042;16.45360634794759;13.766944503805135;273.09103289787276;709.1960336258611;299.1865834173597;2242.216516165414;6372.4959735966295;0.0;0.0;5319.473;0;575.9779452231389;7762.597504469907
Solid_fuels;0.0;14.147636609019074;0.0;1975.468767762701;2642.4091454338763;2392.1395878190347;0.0;59.42663801432459;182.7806334725018;192.54852768363887;10.84821840509798;19.69802271757034;6.362495229559931;2.8211854042925664;395.9866137414872;23.190646537718187;0.0;0.0;0.0;2.9169356300870604;123.22204789408185;0.0;87.9696274829416;14.962752779301228;0.0;0.0;33.236;0;1608.1593767412444;3619.4159120971667
Elec_heating;17.77124539848779;206.4748208919449;667.0332618231635;2.2610720836981897;1033.8516038594212;218.81051926233;849.9847912453178;695.1909706144677;426.8333028163129;4043.7016843056826;961.197201642182;718.8769116423322;496.9292141084018;220.34271071762592;3067.309479170712;1776.78672428179;3509.071618215203;0.0;0.0;961.737813967967;1050.787047336851;401.419344751837;14298.626842988233;19785.4547890741;0.0;0.0;3587.4047212107757;0;62407.6640766035;1187.3461758684748
Steel_Iron;0.0;50.606152357477434;1.236739843983124;7.836882274735433;21.880127025257188;1133.4672407633775;775.2769831496312;18.870752208686827;296.6904674784191;289.2592245680619;18.461496451919903;2412.9994292031647;2723.7387009942217;428.15163526145346;12.794337245200602;6678.995650458452;10.077336690953574;6.146505802673817;0.0;15.86083748859839;5163.675782434637;0.0;1808.845541503665;0.0;0.0;0.0;24618.961835729744;0;22573.183055451325;23380.07629893661
NonFerrousMetals;0.0;76.907729647673;1.8794736330576247;11.909867528207982;33.25080342001435;7591.034150393977;1178.1892957276254;13.728433763561071;467.0039825984612;439.5882528348274;28.058254724719248;3667.0400459615294;3516.3178406419424;552.739134033498;19.435386196521733;8622.504292755906;15.317551770249436;9.343339243958663;0.0;24.11029606743836;2040.4998560272643;0.0;10919.582332999282;328.2539324807854;0.0;0.0;15698.410014597675;0;29095.763412093926;24398.47149584095
Cement;0.0;2.4598835328605264;1.5738597353222272;0.0;27.84005894457282;39.295397062929666;8.830564195570506;1081.2581189404846;640.7688468669245;104.99248469815905;18.989758375193258;135.58053804332766;106.23293070558964;81.70702798319418;42.566497374428394;429.70565132538115;17.039860222885135;1.6845978866587497;0.0;47.947129419556056;2777.9235734340546;16.422236264260583;240.50759660475842;544.3310232402257;0.0;0.0;537.9468071246216;0;5918.193630021585;753.4725028192647
OthMin;0.0;16.872023747563528;10.79768574571462;0.0;191.01113743926032;269.6005545044774;60.58028900032076;446.24600336833953;2967.5630954291873;720.2829496018071;130.27693687811416;930.1175765138748;434.49738715801675;334.19602173050447;291.99979357998143;1757.5017978579956;116.88489066149668;11.558032604604627;2.0781700165483183;328.9756465307563;17570.29503059698;112.6747877020101;5224.322136862859;3622.1418116183418;0.0;0.0;7051.314590744539;0;30624.21604632685;15035.978982239283
ChemicalPharma;0.0;530.1148202166565;156.25365848970853;3.0519648651795337;2764.160257280922;114.51827227691567;567.763088918236;46.207480405119526;476.0503760185462;25327.13252091461;1050.4060703686182;1574.9897400870555;1420.7792710310844;241.43886594600335;1482.8861987490932;12957.813703277176;51.046290947266655;68.13840718392689;18.356002278602993;7751.984322552464;2949.0189177671405;39.50460168013795;16634.324988078548;27167.962044363165;0.0;0.0;119375.00184405035;0;123230.61584290968;129060.34490598849
Paper;0.0;23.927657429182293;1.6063448914328122;0.0;28.41420945407757;4.099290042869961;20.31757159066519;29.381464095605157;302.70200108831307;1699.5966537054105;3961.9065672919264;207.9904027235226;316.47385463001467;180.48078903392087;2073.845755290243;3736.6771460028945;40.700225277887654;54.437227847067206;1.7726253788739867;210.7827821132052;633.3668928379574;250.98651090544922;14086.153720140424;6150.490713020139;0.0;0.0;11191.128446007584;0;25155.329679683746;19843.34542303889
Auto_industry;0.0;17.768029711817835;1.2809749501762608;0.0;22.660222826214728;7.643279782575819;37.888503115228716;4.866530621966749;50.137966511046315;63.525382467019945;16.527051599552223;41604.395941300994;580.3953125658483;24.469380770954455;82.50659120878628;1327.2845921857984;384.38015877688133;1031.513758467559;895.3134280384074;237.8897737693658;178.65010041565338;16.969644139735934;22431.700141432633;58116.27832322308;181.86076885086302;46094.961187836576;156190.07825038035;0;167073.9840336755;165698.56260629377
OthEquip;0.0;152.28464467745022;42.347223282079185;3.9046109667277413;713.188544301017;410.05089947549556;528.536180686051;71.67465123382841;370.88681811545985;761.4296522317546;361.50724282673514;8986.34154962569;8990.78436108767;2360.4372181264594;823.4337898879618;8788.304740496136;323.35425076717945;67.32212519637602;42.986165437694176;2012.434910604361;9776.251989583061;98.07724435600069;13936.340328959246;12042.002859658074;0.0;26204.776560563296;48786.02816085977;0;78342.86925190977;67927.28303092805
Electronics;0.0;54.170338444068356;15.381779016156537;1.2323325303968156;334.0619850356509;117.6965764511232;151.70531043065773;25.88558711835141;133.947258565029;184.03260169980132;116.97479854349739;6894.257828954409;3966.6561559626957;4114.065752006487;92.33684445876446;2100.527407084011;24.576486572361933;30.690251460228996;4.916703024561005;0.0;2340.503196253417;44.29442059054729;14585.979563363722;21188.01341799038;274.33471611745523;12609.20448459859;33716.47056162311;0;34737.90569414318;69644.52333715845
Food_industry;0.0;32.900942252009536;2.0734630050087777;0.0;36.676984177819875;14.740288535209716;73.08564811483873;5.283763272883271;54.434544022345975;2407.7660337698594;310.1073576922373;124.41999590987814;115.54789785964171;20.39462443303146;29521.150990898197;3254.792951302288;22.463299605652878;89.01701419618396;154.87381287185735;6905.127264603399;483.5043892842967;179.7322524477408;37754.99000444362;123556.21347398325;0.0;0.0;38846.36820383889;0;187600.2528621789;58107.63670109378
OthManuf;0.0;484.78220849750244;42.388175313984554;11.118009851100593;793.8005239887658;1055.9351289228189;1361.0503496199533;190.45516466581364;985.5270838516583;5377.402060475465;2445.035156541061;17460.43426420413;10136.5644924707;2955.4037503217583;5835.568505632082;47151.69774686625;951.5326677437486;194.21332276713102;1038.9334021562292;2152.1059924543893;23342.605820167697;612.275708719182;50961.074027510775;115775.96435913983;2774.659508914163;34945.58182226727;69646.75829057465;0;284196.8593421833;120089.97281090327
LandTransp;0.0;105.1467958495033;3.941820263723596;0.0;69.73432383919675;9.096992771346883;45.10716201776921;11.945282022835567;123.0695370253737;375.86570138245884;57.69374862035467;100.87927155953327;89.05233947864583;62.27464353789047;351.46907373729215;379.8006828248937;23122.491789730455;89.77801015270549;80.82938487483948;153.67465173040696;449.58751066098216;172.0229248681296;57274.39843838568;36517.105885262;7114.493105052029;0.0;3020.983863974585;0;122149.53564792212;4563.97012943183
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2841963166161436;3219.0844427144207;0.0;0.0;0.0;0.0;351.3560699002476;688.0881324309328;0.0;0.0;39490.9435492491;0;32521.194723141885;0.0
AirTransp;0.0;25.422102801296486;1.1399755491856365;0.0;20.16391626315059;3.8193825729823643;18.938432404931937;3.4751632995486745;35.799708558156084;123.04576991914533;12.092166977023975;65.0753167811166;32.292930705637204;12.394484751670285;83.10691201794525;137.77863740909046;49.690431101574724;58.54465474060002;1761.4321825671232;8.47734417494052;122.94371477525043;74.62994035647309;5639.500055024147;3775.275317331701;0.0;0.0;20036.285363087067;0;23324.01814307877;7316.883938233628
AgriForest_Fish;0.0;0.0;0.0;0.0;14.871746349454613;0.0;0.0;0.0;0.0;65.69424130585516;150.6175364571064;0.0;0.0;0.0;42217.63594420588;3735.9950735404727;0.0;0.0;0.0;17842.120438215807;586.8057382448725;0.0;2865.26508245613;44868.76412731746;0.0;2215.4293599198304;23550.468189830666;0;113942.7980502758;23830.479723436947
