Households_Groups;H1;H2;H3;H4;H5;H6
Population;0.11944090190911627;0.22188541719624677;0.1967930838104287;0.18914471480485875;0.18473303540598973;0.08800284687335959
Unemployed;0.08442598515630938;0.20070927050630927;0.19347227562608316;0.1987684813008968;0.20951129280620956;0.11311269460419182
Labour_force;0.08442598515630942;0.20070927050630935;0.19347227562608313;0.19876848130089694;0.20951129280620945;0.11311269460419175
Consumption_Units;0;0;0;0;0;0
Nb_Households;0.09091045046149804;0.18181233308928457;0.18182057469285476;0.18182230886360598;0.18181930411230435;0.1818150287804523
