BioEnergyProportions;2030;2040;2050
Crude_oil;0;0;0
Liquid_fuels;0.0601127103850908;0.0754848188276059;0.0935583643678459
Gas_fuels;0.0187062249657335;0.0187663381998874;0.0188599050583125
Solid_fuels;0.802228045203052;0.823114998714354;0.840296561527964
Elec_heating;0.0847093067810176;0.0948098246680615;0.101766583796014
