CurYear_MtCO2perKtoe;2030;2050
Oil;0.00024141898786392;0.0000724256963591759
Gas_heating;0.000691600691600692;0
Coal_lignite;0;0
Electricity;0.00137897069687269;0
Steel_Iron;0.00241405323849553;0.000724215971548658
NonFerrousMetals;0.00245315161839864;0.000735945485519591
Cement;0.00243531202435312;0.000730593607305936
OthMin;0.00239605355884426;0.000718816067653277
ChemicalPharma;0.00231795943570987;0.000695387830712962
Paper;0.00303030303030303;0.000909090909090909
Auto_transport;0.0024127531236536;0.000723825937096079
LandTransp;0.00238752999536206;0
NavalTransp;0.00241315366547163;0
AirTransp;0.00234776829081241;0.000937934603318348
AgriForest_Fish;0.00235842588783765;0.000707527766351296
Food_industry;0.00227596017069701;0.000682788051209104
Construction;0.00243819844226211;0.000731459532678632
ManufacturedGoods;0.00238653313445557;0.000715959940336672
Compo;0.00237975868177412;0.000713927604532237
C;0.00232461966923941;0.000261519712789434
