2032;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;35282.4379130564;9077.67779543044;0;0;0;0;0;0;0;43457.343137747
FinEnHTr;122.095167848406;0;518.555566490299;36093.8587618959;22666.7104586226;0;0;8424.8114892157;0;0;29227.9976181677
FinEnHRes;60.1136319795782;1455.45029509218;13563.3637120101;51256.5304367711;27630.3893300235;0;0;22656.7383897774;0;0;51871.2738115764
AllComp;0;0;0;0;0;0;0;712358.8906;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
