2025;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;37568.4537604698;9665.83769949385;0;0;0;0;0;0;0;46273.0265478384
FinEnHTr;130.005944571994;0;552.153761878112;38432.448099949;24135.3294765269;0;0;8970.67095117455;0;0;31121.7348340579
FinEnHRes;64.0085078294139;1549.75167097505;14442.1596859814;54577.5379349101;29420.6144849372;0;0;24124.7112984908;0;0;55232.1116950296
AllComp;0;0;0;0;0;0;0;758513.9697;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
