2029;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3454.2;0;0;0;122.8650904;14510.36222;1157.943795;65.51155559;4.617055158;21.40878709;51.16513955;299.6425471;0;0;0;0;0;0;19687.71619;2671.851662;17015.86453
COilFFuelExDies;0;70515.69733;0.00043125;0;52772.80041;1613.191077;2.351371329;6.383291614;37.33137071;3465.188709;398.7943999;2345.216888;2703.150714;72.66461438;336.9379842;435.0605583;1946.859403;8075.137774;898.3706823;25274.72387;0;0;202312.1756;373212.0364;354000.4936;19211.54279
NaturalGas;0;27602.65285;11524.19177;0;1619.302531;10206.0623;0;0;0;1.924730921;556.5230549;329.6376517;901.7133877;64.45689798;298.879688;409.2997706;1968.166367;562.2668829;187.1634806;353.4201722;0;0;0;56585.66154;56585.66154;0
Allbiofuel;0;0;0;2498.300202;0;3407.102127;235.2365679;638.5990986;3734.715744;304.0213139;4578.856772;14.75068648;62.46293593;392.9621466;1822.123116;10533.60687;3237.545561;5188.491428;183.4872706;15509.56578;0;0;0;52341.82762;52341.82762;0
Diesel;0;0;0;0;0;0;376.8325863;1022.991247;5982.754319;63.60530502;43.44691372;11.17673617;17.1303919;45.65915568;211.7165832;208.3396027;612.2415407;40009.87708;28.47685454;0;0;0;45.95388304;48680.2022;48680.2022;0
Electricity;0;1994.733879;0.001107655;745.9928373;204.8982435;9058.014166;190.338968;516.7151282;3021.902362;653.118391;2860.64796;3517.023875;1790.339029;473.7262025;2196.617337;2515.423012;6749.832038;265.4564304;17513.15045;18273.6547;0;0;0;72541.58612;71132.93251;1408.653614
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358612.4664;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11316.81986;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478898.0524;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76169.25737;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63351.54928;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28965.17539;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279989.974;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13702.88971;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1089128.845;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40878.67651;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1982536.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592224.3008;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7802339.899;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
