2025;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3810.9;0;0;0;119.2149945;13816.11718;1066.439113;67.13373081;4.446280197;20.616922;49.44882755;281.5517198;0;0;0;0;0;0;19235.86877;2839.084297;16396.78448
COilFFuelExDies;0;56588.583;0.002287483;0;41930.71659;1618.874104;2.272614434;6.16948947;36.08099276;3375.128328;343.7568269;2165.150698;2771.139608;74.32221488;344.624099;420.8625348;1859.982121;7909.529705;815.6557763;25639.70139;0;0;150774.3684;296676.9207;273851.8401;22825.08063
NaturalGas;0;17806.09199;3447.298169;0;1611.25407;6432.550409;0;0;0;1.743711208;508.2646862;283.6020656;862.0571851;61.43725753;284.8779407;368.9776218;1813.644626;639.1462802;107.5140317;297.302585;0;0;0;34525.76263;30366.13049;4159.632137
Allbiofuel;0;0;0;2128.422157;0;3097.803469;212.3274004;576.407349;3371.000063;298.3984946;3806.681897;13.57820029;63.86503689;400.5184657;1857.160953;10184.44665;3223.455383;4931.601015;178.0669752;15865.38167;0;0;0;50209.11518;50209.11518;0
Diesel;0;0;0;0;0;0;347.9510837;944.5863386;5524.219308;57.62664878;39.20207986;10.20876404;17.38683149;43.5491343;201.9326415;199.3957723;575.0730154;37214.49019;29.74049022;0;0;0;0;45205.3623;37904.35224;7301.010062
Electricity;0;1564.416596;0.00034354;715.8482995;158.4426739;8478.126834;161.1726038;437.5369036;2558.844768;594.6394774;2576.775406;3031.093116;1826.081792;454.0575036;2105.4157;2338.816427;6540.886078;238.937927;15051.14115;15522.63112;0;0;0;64354.86472;62589.41294;1765.451775
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316159.7603;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9977.129606;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422205.8842;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69546.80553;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59362.87057;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25034.31799;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275790.7044;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13171.37918;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046883.489;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39684.82541;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1924636.731;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529692.4993;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6878695.37;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
