2021;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3452.5;0;0;0;115.0989721;13127.36575;981.593928;68.57267274;4.267921685;19.78989281;47.38624309;264.2914051;0;0;0;0;0;0;18080.86678;2646.47497;15434.39181
COilFFuelExDies;0;51488.93802;0.000664998;0;38257.04288;1618.952498;2.194530608;5.957514517;34.84130076;3269.895723;296.066931;1994.507651;2834.805089;75.85043493;351.7102907;404.1049628;1778.604287;7641.643039;743.1288449;26058.31931;0;0;106793.2121;243649.7761;218403.1401;25246.63602
NaturalGas;0;15805.21425;6713.367677;0;1614.110717;5409.927464;0;0;0;1.660947316;489.8896427;257.4087859;869.4508293;61.77825537;286.459111;349.0711777;1764.009012;686.2339523;65.15542485;261.9198432;0;0;0;34635.65709;28141.40399;6494.2531
Allbiofuel;0;0;0;1823.881034;0;2426.332488;191.6893634;520.3810604;3043.341814;292.4245723;3165.282693;12.49851597;65.29771651;408.2238477;1892.889979;9799.509863;3209.697153;4902.997543;173.1920376;15863.36207;0;0;0;47791.00175;47791.00175;0
Diesel;0;0;0;0;0;0;321.1596597;871.855388;5098.867272;52.1898973;35.45712872;9.321040296;17.64032728;41.52065818;192.5268164;189.7610842;540.2816888;37206.23696;34.73331242;0;0;0;0;44611.55123;34381.83948;10229.71175
Electricity;0;1263.567701;0.000502534;654.8659987;143.5727599;7872.171898;136.7541961;371.2480041;2171.167746;542.5021822;2330.917803;2617.635466;1866.341412;436.0941226;2022.121439;2167.610305;6354.35409;211.6294935;12962.74978;13212.6882;0;0;0;57337.9931;55278.63976;2059.353344
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278732.6248;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8796.032487;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372224.9605;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63500.13545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55625.32317;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21636.91636;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271654.4111;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12660.485;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006276.755;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38525.84042;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868428.217;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492878.091;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6064392.299;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
