2025;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3842.9;0;0;0;119.2243538;13810.71718;1066.47663;67.14366294;4.446938004;20.61997218;49.45614327;281.5705787;0;0;0;0;0;0;19262.55546;2871.166089;16391.38937
COilFFuelExDies;0;58207.01916;1594.965149;0;42295.0033;1095.263844;1.771769805;4.809841474;28.12937055;1405.000584;178.103949;1437.813164;4319.612375;51.9312068;240.7994082;328.1114155;988.4223859;6562.442189;635.9004874;22893.38755;0;0;148594.1569;290862.6441;269685.4269;21177.21712
NaturalGas;0;17799.91166;9964.898169;0;1617.434402;0;0;0;0;1.962878513;572.1485456;319.2480489;970.409273;69.159315;320.6842888;415.3544705;2041.601872;719.4806653;121.0274853;334.6705884;0;0;0;35267.99166;31340.10156;3927.890105
Allbiofuel;0;0;0;2128.422157;0;3097.803469;196.6436055;533.8303917;3121.997468;297.9364847;3805.94578;12.89595468;63.86503689;399.8640166;1854.126343;10180.2297;3218.740418;3579.263746;177.734282;16041.74713;0;0;0;48711.04598;48711.04598;0
Diesel;0;1364.128819;1.17E-05;0.239561323;3.769870454;79.98847997;355.6430477;965.4677914;5646.340198;56.67708746;39.06495255;10.72463722;17.07454462;43.16175673;200.1364135;199.0075869;565.6844696;37692.66219;29.50667921;0;0;0;0;47269.27809;40106.94926;7162.328837
Electricity;0;1155.467634;61.90384314;651.8811016;168.5980546;11831.89802;162.6775955;441.6225198;2582.738656;600.1920803;2600.836726;3059.396747;1843.133312;458.2973852;2125.075575;2360.655742;6601.963326;241.1690729;15191.68515;15667.57779;0;0;0;67806.77032;66041.31719;1765.453133
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316159.7603;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9977.129606;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422205.8842;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69546.80553;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59362.87057;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25034.31799;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275790.7044;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13171.37918;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046883.489;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39684.82541;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1924636.731;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529692.4993;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6878695.37;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
