2029;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3454.2;0;0;0;122.8650904;14510.36222;1157.943795;65.51155559;4.617055158;21.40878709;51.16513955;299.6425471;0;0;0;0;0;0;19687.71619;2671.851662;17015.86453
COilFFuelExDies;0;71376.35001;1274.876554;0;52547.09765;1194.819609;1.944661264;5.279191673;30.87426885;1527.684113;220.4910661;1652.112081;4729.851561;53.86092419;249.7472997;359.809361;1089.041721;6823.050331;742.98204;21963.76613;0;0;201864.5816;367708.2202;348686.4719;19021.74828
NaturalGas;0;27602.97808;21932.50815;0;1619.260915;0;0;0;0;1.867816233;540.0665542;319.8901988;875.0495381;62.5508943;290.0417544;397.1966925;1909.967285;545.640536;181.6290181;342.9694653;0;0;0;56621.6169;56621.6169;0
Allbiofuel;0;0;0;2498.360158;0;3413.80868;235.2327463;638.5887238;3734.655069;304.0218172;4578.857645;14.75068118;62.46329613;392.9652227;1822.137379;10533.62521;3237.570218;5233.468476;183.488021;15892.59911;0;0;0;52776.59246;52776.59246;0
Diesel;0;0;0;0;0;0;376.8315847;1022.988528;5982.738418;63.60513596;43.44679824;11.17670646;17.13034637;45.65903432;211.7160205;208.3390489;612.2399134;39986.21113;28.4767623;0;0;0;69.66506219;48680.22449;48680.22449;0
Electricity;0;1987.091146;0.000793825;800.3138155;212.5694941;12486.1978;190.3669075;516.790976;3022.345942;653.2142612;2861.06787;3517.540133;1790.601829;473.79574;2196.939775;2515.792247;6750.822835;265.4953963;17515.72118;18276.33706;0;0;0;76033.0052;74624.35788;1408.647317
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358612.4664;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11316.81986;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478898.0524;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76169.25737;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63351.54928;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28965.17539;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279989.974;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13702.88971;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1089128.845;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40878.67651;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1982536.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592224.3008;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7802339.899;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
