Quantities;Crude_oil;Gas;Fossil_fuels;Biofuels;Elec;Renew;Agri;Cattle;Cement;IronSteel;RestHeavIndus;FoodBevarage;RestManufIndus;TransRoadFreight;TransRoadPass;RestTrans;CommerceServ;Construction;Composite;C;G;I;X;Tot_uses;Y;M
Crude_oil;87.99341786;0;29543.45099;0;1005.124737;0;0;0;0;6.27407685;0;0;95.80968392;0;0;0;0;0;0;0;0;0;855.0403642;31593.69327;30199.04713;1394.646141
Gas;0;12053.62041;0;0;10727.58483;0;0;0;1314.544943;2570.477952;2354.77455;2777.089252;192.4932363;398.2200341;823.7066879;0;1777.698045;28.47262244;175.572693;11639.83301;0;0;888.2312117;47722.31948;47722.31948;0
Fossil_fuels;0;0;1959.791807;0;341.9470669;0;3505.701266;805.0838568;0;0;39.86343324;0;224.3078311;5524.925271;989.1279819;1023.969972;473.5433508;134.454104;170.3317406;7294.123283;0;0;6757.4521;29244.62306;27867.54934;1377.073729
Biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;595.3171233;134.6714812;0;10.49663674;0;0;783.2571849;0;0;1499.363137;3023.105563;3022.248361;0.857201582
Elec;0;0;0;0;552.890662;0;93.63518339;0;182.1119501;697.7053021;875.4365266;944.8912635;2068.560793;112.2074793;74.81443173;0;3055.074647;627.9797134;320.0743655;3357.61169;0;0;2.84726E-12;12962.99401;12076.99401;886
Renew;0;0;0;7889.935752;1167.228422;510.93781;0;0;0;0;476.263222;381.176812;0;0;0;0;213.5551508;0;0;520.804963;0;0;0;11159.90213;11159.90213;0
Agri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3077.7153;0;0;0;0;296628.1649;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3212.198;0;0;0;0;109212.3301;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5228.2556;0;0;0;0;15082.01514;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25799.36;0;0;0;0;66804.40212;0
RestHeavIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93336.556;0;0;0;0;217847.1308;0
FoodBevarage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87498.746;0;0;0;0;394472.4755;0
RestManufIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142852.17;0;0;0;0;324911.3392;0
TransRoadFreight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34040.184;0;0;0;0;183479.0166;0
TransRoadPass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27058.999;0;0;0;0;134706.9608;0
RestTrans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32427.993;0;0;0;0;138739.241;0
CommerceServ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249189.75;0;0;0;0;400160.5539;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259638.5258;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;936877.1;0;0;0;0;1867458.226;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
