Quantities;Crude_oil;Gas;Fossil_fuels;Biofuels;Elec;Renew;Agri;Cattle;Cement;IronSteel;RestHeavIndus;FoodBevarage;RestManufIndus;TransRoadFreight;TransRoadPass;RestTrans;CommerceServ;Construction;Composite;C;G;I;X;Tot_uses;Y;M
Crude_oil;96.81856776;0;32728.67021;0;980.2045253;0;0;0;0;7.173855359;0;0;95.77011626;0;0;0;0;0;0;0;0;0;711.6715808;34620.30885;33276.76992;1343.538933
Gas;0;12985.17504;0;0;10562.78393;0;0;0;1551.324376;2940.627539;2632.572011;3115.954662;207.5908682;588.9924726;913.4958713;0;1990.196055;32.17827823;208.4625328;11705.73335;0;0;2002.419448;51437.50644;51437.50644;0
Fossil_fuels;0;0;2155.235501;0;355.8473768;0;3905.123402;847.0913506;0;0;44.52963449;0;246.0514105;5648.749902;958.6902336;1159.976234;530.1485883;151.9530411;205.7053056;7542.064025;0;0;7986.514036;31737.68004;30876.4571;861.2229392
Biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;651.504244;157.450809;0;11.75135738;0;0;981.2214239;0;0;1655.418056;3457.34589;3456.36556;0.980330427
Elec;0;0;0;0;664.4375974;0;104.3035097;0;218.1886507;805.6571501;992.0553189;1074.830512;2267.834282;219.1746339;96.33061539;0;3420.264499;709.7100376;334.7211545;4131.371084;0;0;5.69453E-12;15038.87904;14145.66952;893.2095248
Renew;0;0;0;8878.050284;1234.949967;575.4587995;0;0;0;0;532.0120589;427.2488486;0;0;0;0;239.0825708;0;0;554.2234185;0;0;0;12441.02595;12441.02595;0
Agri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3297.3187;0;0;0;0;331859.0494;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3436.6996;0;0;0;0;115409.6768;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5579.9795;0;0;0;0;18173.81655;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27591.178;0;0;0;0;78010.17337;0
RestHeavIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100123.79;0;0;0;0;248524.755;0
FoodBevarage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93756.86;0;0;0;0;451559.0102;0
RestManufIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153310.93;0;0;0;0;357849.9978;0
TransRoadFreight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36037.201;0;0;0;0;206780.8238;0
TransRoadPass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28794.535;0;0;0;0;152111.4113;0
RestTrans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34674.97;0;0;0;0;156664.6713;0
CommerceServ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265968.97;0;0;0;0;447469.2721;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294617.9447;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147043.5;0;0;0;0;2145001.95;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
