Quantities;Crude_oil;Gas;Fossil_fuels;Biofuels;Elec;Renew;Agri;Cattle;Cement;IronSteel;RestHeavIndus;FoodBevarage;RestManufIndus;TransRoadFreight;TransRoadPass;RestTrans;CommerceServ;Construction;Composite;C;G;I;X;Tot_uses;Y;M
Crude_oil;113.1495276;0;38178.15344;0;892.5421166;0;0;0;0;12.82141279;0;0;95.71294668;0;0;0;0;0;0;0;0;0;891.5478239;40183.92727;38943.65976;1240.267511
Gas;0;19950.8782;0;0;31491.49048;0;0;0;2531.656862;5261.376656;4463.934434;4611.323034;285.6523337;1393.3004;1175.396109;0;3576.906707;54.38020063;487.871777;12329.65446;0;0;7026.734181;94640.55584;94640.55584;0
Fossil_fuels;0;0;2515.270741;0;458.7709853;0;6058.821842;1105.733542;0;0;75.37496624;0;350.7598418;5303.564584;905.4887547;1838.632363;952.8167018;256.7954942;498.7199999;8727.371077;0;0;11019.46049;40067.58139;38949.80745;1117.773932
Biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;753.9241197;148.2513105;0;21.12028557;0;0;1384.867233;0;0;2459.86415;4768.027098;4766.675124;1.351974084
Elec;0;0;0;0;1385.842819;0;161.8275065;0;367.4612667;1469.996243;1730.322481;1636.727063;3229.32899;1133.776744;177.8831451;0;6147.116509;1199.385932;525.9229653;7591.76822;0;0;0;26757.35988;25842.07463;915.2852555
Renew;0;0;0;12111.00574;1562.377672;922.0006797;0;0;0;0;900.5326775;630.9043762;0;0;0;0;429.6943755;0;0;767.0663478;0;0;0;17323.58187;17323.58187;0
Agri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4383.0342;0;0;0;0;523980.7813;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4544.9637;0;0;0;0;153310.0886;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7322.783;0;0;0;0;30963.85406;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36387.679;0;0;0;0;145619.6068;0
RestHeavIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133071.38;0;0;0;0;439372.629;0
FoodBevarage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124347.28;0;0;0;0;696438.0575;0
RestManufIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203849.27;0;0;0;0;514299.2538;0
TransRoadFreight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45910.823;0;0;0;0;352305.2648;0
TransRoadPass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37554.899;0;0;0;0;259161.609;0
RestTrans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45879.889;0;0;0;0;266919.2795;0
CommerceServ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351330.32;0;0;0;0;784962.9129;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501958.7943;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2307279.6;0;0;0;0;3957705.082;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
