1.9325969205730627e-07;4.7663181586666894e-07;4.404318021546525e-07;4.404318021546525e-07;4.404318021546525e-07;4.404318021546525e-07;2.3222541651777131e-07;2.3222541651777131e-07;2.3222541651777131e-07;2.3222541651777131e-07;2.3222541651777131e-07;2.3222541651777131e-07;2.3222541651777131e-07;1.2155243001647304e-06;0;2.2108046747133976e-07;2.3853808058615552e-07;2.9813366845142235e-07;2.9813366845142235e-07;1.6189018023104882e-07;1.6189018023104882e-07;1.452166296516662e-07;1.5499631911835225e-07;5.7425316972673882e-07;0;6.3170942314121353e-08;0;6.0553614618455938e-07;6.316867432183633e-07;6.1608962079710158e-07;1.6107540691391077e-07;0;9.9385374501833517e-08;0;9.2867570841458011e-08
3.022358021843836e-08;2.0861019431506145e-07;1.0402540395991439e-09;1.0402540395991439e-09;1.0402540395991439e-09;1.0402540395991439e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.7807893786067368e-09;4.8437137008905835e-10;0;2.2144888313231625e-09;2.0697139711713585e-09;3.310741649802501e-10;3.310741649802501e-10;3.0875539239374992e-10;3.0875539239374992e-10;3.4918354723349271e-10;6.2603546432056491e-10;3.0384407077378878e-09;0;9.7025495497338927e-10;0;6.6012219373238851e-09;5.0711594783125927e-08;1.0054183455081677e-09;8.6433579053897231e-12;0;1.0380255734217578e-09;0;1.0459226405827782e-10
1.9591230976402808e-16;1.095230516371942e-13;1.4612153928365905e-15;1.4612153928365905e-15;1.4612153928365905e-15;1.4612153928365905e-15;2.5030364780961562e-09;2.5030364780961562e-09;2.5030364780961562e-09;2.5030364780961562e-09;2.5030364780961562e-09;2.5030364780961562e-09;2.5030364780961562e-09;4.8876375089416583e-10;0;7.609101983019676e-09;5.8004714468586397e-10;1.5565378488878528e-09;1.5565378488878528e-09;5.3392194677688377e-10;5.3392194677688377e-10;9.6618513257074207e-10;4.5749707836058314e-09;1.3671376481117372e-10;0;1.5288680528210655e-10;0;2.9502552707309153e-09;2.110885346146408e-09;2.592509035653654e-09;7.5049769568188467e-11;0;3.6356170486912786e-10;0;4.0515689754601483e-10
2.936694894109266e-19;3.3790696728958475e-13;8.8395029911252605e-17;8.8395029911252605e-17;8.8395029911252605e-17;8.8395029911252605e-17;5.609223782715847e-12;5.609223782715847e-12;5.609223782715847e-12;5.609223782715847e-12;5.609223782715847e-12;5.609223782715847e-12;5.609223782715847e-12;3.2228302286033959e-10;0;3.9863207078945428e-11;2.2387125350379372e-10;5.5012044036125258e-10;5.5012044036125258e-10;3.3277376117730075e-11;3.3277376117730075e-11;1.0336705173047414e-09;9.9994639301777606e-11;2.2181592552780116e-10;0;1.168363044810232e-10;0;2.1082935937217788e-09;9.0781429887715372e-10;1.8528331532372792e-08;1.0747725314297514e-10;0;1.4881436841130988e-09;0;8.2882813177999907e-10
3.2534992773515856e-16;2.2783828243782593e-12;1.9588789036973537e-08;1.9588789036973537e-08;1.9588789036973537e-08;1.9588789036973537e-08;2.9712231148991463e-09;2.9712231148991463e-09;2.9712231148991463e-09;2.9712231148991463e-09;2.9712231148991463e-09;2.9712231148991463e-09;2.9712231148991463e-09;3.1765006001466229e-08;0;8.0549213148937655e-09;1.7994951476263483e-08;1.4491737109945891e-08;1.4491737109945891e-08;1.4576996605903089e-08;1.4576996605903089e-08;1.2065378314181653e-08;6.8713156689802122e-09;6.4579264409065429e-10;0;4.145351686896285e-09;0;6.5080528118266253e-09;1.9213002324916309e-09;1.3879590756957275e-09;7.5109028341274478e-09;0;8.5445666527750451e-09;0;6.8863099082930232e-09
3.0926215709785009e-17;4.3086538552614956e-14;3.3900491995123334e-18;3.3900491995123334e-18;3.3900491995123334e-18;3.3900491995123334e-18;1.5195510245612426e-09;1.5195510245612426e-09;1.5195510245612426e-09;1.5195510245612426e-09;1.5195510245612426e-09;1.5195510245612426e-09;1.5195510245612426e-09;1.4264558528989996e-11;0;1.3006856008534023e-09;1.8068333148832838e-09;4.3380718209063244e-09;4.3380718209063244e-09;3.8499007431733383e-09;3.8499007431733383e-09;4.4888629368669219e-09;3.9848907041713419e-10;6.0520381191268761e-10;0;2.960678561465113e-09;0;2.6116154424092434e-09;2.1384299428653018e-08;1.5143350465550746e-08;7.4883392368199724e-11;0;1.7601371016211802e-10;0;2.0845680205455647e-09
5.4641451776868377e-19;5.3185696372586317e-13;2.1582947917000938e-14;2.1582947917000938e-14;2.1582947917000938e-14;2.1582947917000938e-14;4.4053338893523852e-11;4.4053338893523852e-11;4.4053338893523852e-11;4.4053338893523852e-11;4.4053338893523852e-11;4.4053338893523852e-11;4.4053338893523852e-11;4.9505175799302136e-09;0;2.4999561027899013e-10;5.2424311526847094e-10;6.6482257091667324e-10;6.6482257091667324e-10;1.0455568307120264e-10;1.0455568307120264e-10;1.2265146523236938e-09;9.8116229472794582e-10;1.8360242325362112e-10;0;2.8210474402538575e-10;0;1.1019825942918714e-08;2.9512360512338241e-09;4.6591675756004411e-09;6.626742330517478e-11;0;5.9545538624652814e-10;0;4.313752415022879e-10
3.3202597069938548e-08;1.2809284731374263e-07;9.9234605546363288e-08;9.9234605546363288e-08;9.9234605546363288e-08;9.9234605546363288e-08;2.9323996183665665e-07;2.9323996183665665e-07;2.9323996183665665e-07;2.9323996183665665e-07;2.9323996183665665e-07;2.9323996183665665e-07;2.9323996183665665e-07;1.8164166647089099e-08;0;2.8245462729575958e-08;1.144496215898962e-08;3.1630672266324106e-09;3.1630672266324106e-09;1.9839383741971695e-08;1.9839383741971695e-08;2.8062794810848459e-08;5.9190520182984436e-09;7.3668690231644497e-10;0;4.164550185966795e-09;0;6.4515370578755138e-08;2.5529519976638045e-07;4.912691507893951e-08;1.1356852213307126e-09;0;2.3091448534213187e-09;0;3.0236951553898893e-09
1.2748758239751015e-14;2.7857566833421415e-10;6.1739109889557095e-12;6.1739109889557095e-12;6.1739109889557095e-12;6.1739109889557095e-12;1.4680987306821152e-08;1.4680987306821152e-08;1.4680987306821152e-08;1.4680987306821152e-08;1.4680987306821152e-08;1.4680987306821152e-08;1.4680987306821152e-08;2.2358021666680794e-08;0;7.5717346834098337e-09;3.9029463051602187e-09;3.7376071894047757e-09;3.7376071894047757e-09;1.5875043204322709e-09;1.5875043204322709e-09;1.708911470031333e-08;5.3463374011661323e-09;3.5485946323296158e-09;0;9.1172823469183884e-10;0;1.0843612202674364e-08;1.5204019102077351e-08;1.6629509184179591e-08;2.8495219311788019e-08;0;1.9093559910799123e-08;0;1.7038845313200492e-09
6.9641240649417681e-09;3.3570113385782026e-09;1.9549643235041098e-10;1.9549643235041098e-10;1.9549643235041098e-10;1.9549643235041098e-10;1.2120711384988631e-08;1.2120711384988631e-08;1.2120711384988631e-08;1.2120711384988631e-08;1.2120711384988631e-08;1.2120711384988631e-08;1.2120711384988631e-08;1.1918842709650859e-07;0;1.9186978645045581e-08;1.2105952312078102e-08;1.6636814688733232e-08;1.6636814688733232e-08;3.6120135047651858e-09;3.6120135047651858e-09;2.1880362873684456e-08;9.7661171301242045e-09;3.4233823070701515e-09;0;1.2296691687337782e-08;0;2.0031263648631504e-08;3.412497819652547e-08;6.3335611237956553e-08;1.9786185206010741e-09;0;9.8979836289692184e-09;0;4.6531454001772784e-09
