;Oil;Gas_heating;Coal_lignite;Electricity;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_transport;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Food_industry;Construction;ManufacturedGoods;Compo;C;G;I;X;Tot_uses;Y;M
Oil;6211.800091739468;907.9969588876162;23.615296956599106;1156.752937428367;570.4620975420049;509.1850706235895;71.13316238239788;71.92610597503354;673.7125145937731;9.899339512451837;64.0958908397879;783.6940911797863;2553.572390956456;9113.289481693697;1781.5279854107548;70.0230107351671;574.4142215265409;321.73149103343275;883.3166127131942;1482.2680335360833;0.0;0.0;20251.2;0;22449.069236269384;14688.077143890669
Gas_heating;199.33700347134751;0.0;0.0;2404.949039607895;187.09035760470366;205.82792943285386;1959.1550794967131;658.6871555817046;1922.9384208908398;1320.7339868722313;693.8837922469143;1559.102058072668;13.065533528542478;12.778139503714984;120.27054914532624;3053.753592088396;343.42358416999843;1356.7025968096561;4200.787897235924;4033.928096479289;0.0;0.0;5319.5;0;2881.210677366061;36037.1
Coal_lignite;9.42641551593046;0.0;503.97049688530774;354.7928255610297;459.86204758195413;0.0;14.851526292371917;106.51293115173307;14.482428784560069;1.1114700753490099;20.626003583228812;0.0;0.0;0.0;1.9786424698226164;234.34407178507809;125.62941076346034;1.4649211557342197;249.48209612706603;6.273798374634269;0.0;0.0;33.2;0;422.09320874303575;8160.9
Electricity;49.89830951219181;615.1212802387902;0.0;721.6904833512673;90.69013346946517;309.3092033904307;308.7832686650371;84.75171040019917;1170.2783364947436;290.596077604621;427.8844735305588;1347.3266647542732;0.0;0.0;833.9160527306391;837.304089617302;825.0122079233867;1212.5304569867817;9486.297905135489;13002.216932495712;0.0;0.0;155.20754714814348;0;41014.99149152542;799.4372796462656
Steel_Iron;83.49999999999928;7.987289218739937;2.0552562197722373;10.008737592969723;320.7572424399259;315.7210896783261;10.203404281683003;172.78505328621497;62.39140482316627;13.376027985834023;1738.7204976828862;4.267919977428601;2.2903047566976062;0.0;9.672954882035636;7.596777520868486;2945.8587973637514;3546.8218774984443;7606.616566134168;0.0;0.0;66.7;12277.287269321536;0;11613.413157428853;9005.54323751361
NonFerrousMetals;126.89999999999552;9.305033837249727;3.1298999948165958;21.88169130532488;3692.3671559359277;886.1576644735406;11.701186597545819;302.5539152066297;178.59212129931575;4.426622789051807;5560.087147133778;11.052891720339424;6.290463257620244;0.0;16.521664623075747;9.53912287977342;1505.963695350083;7262.428084314509;26384.852156218178;163.8206516982104;0.0;114.5;10016.29920935635;0;21004.187765905765;17039.100337833574
Cement;4.099999999995578;7.816228423289817;0.0;12.775859163372106;20.593534597265155;6.264880230528677;1090.8696038808212;493.5032678325449;44.750022967673445;16.25646456761633;141.53275316542903;12.084549219876438;1.1485928543152655;0.0;35.382231572475696;25.94558342549688;2372.3450294496;291.95003031775065;1694.2267158433444;884.4426185149931;0.0;0.0;0.0;0;5933.843523808485;718.2237461891026
OthMin;11.246967868793712;53.96919625604934;0.0;125.54514779812023;133.7498082787904;43.82572384798895;430.42269156928177;1019.2895938137341;196.547187762505;11.103724377342552;690.9122971496777;62.510112687010306;6.046810261329052;1.9177229580213186;147.66510492240357;65.85181135619287;15082.430417160087;1179.4467752670328;8708.32184938003;5881.059329115847;0.0;0.0;1.4101960236444882;0;17841.149207910632;10247.6
ChemicalPharma;874.7000000000003;986.6651387782474;0.0;1265.9286808515258;16.54687098341811;398.85918866738035;45.73439524577809;473.1814250552447;10671.438054709211;115.52049342829758;1644.1408030050065;37.4302046927031;46.2500056037085;20.333143198923246;5794.760643527784;939.1927530046197;2827.4757682270283;8633.091111875308;35808.43947982779;8859.580588413612;19544.9;0.0;38246.01796744286;0;49749.80887880506;95631.6
Paper;39.499999999995715;10.33649192941166;0.0;13.011358871065557;2.0902803444789404;2.169476552723979;2.367162917702244;18.682646574906776;393.15450147876805;328.40083931210023;17.588279144466448;11.07101759233337;2.9894947146250312;0.0;11.252989339296175;654.1325365508459;44.81736430410189;1436.2134146171109;4385.551287650253;194.49542943732828;0.0;0.0;20212.32810567685;0;18164.646004763068;3500.9638451529204
Auto_transport;29.299999999998587;7.9872892187037765;0.0;10.36198715459272;3.968333197028352;28.644183841670994;4.929412165696823;37.664466116348514;26.75371231650026;33.70107614055722;43430.16592064868;274.1404801291153;699.8759126594178;994.1258391559464;159.06378691727306;50.87571658686496;172.5562850385962;1269.7324610983285;27403.160924529733;60649.48983179596;186.74566307382634;49979.05008967322;122342.11961449267;0;174390.83346362395;144998.61713276376
LandTransp;173.49999999999574;24.89856835862098;0.0;31.91195716624247;5.34224102121246;33.77046468375882;11.932242533192678;96.6464956587285;157.39718727128624;71.40707648019222;105.28510617237345;16519.71383869945;60.95199414918416;89.79555673272134;99.72555834445438;202.76434782060102;429.4242665416557;349.0565576429721;63561.41042179;23554.10505685305;5233.7;0.0;882.4958825651829;0;87817.20857047249;3656.570706277801
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6203501938086897;2184.240745314712;0.0;0.0;0.0;0.0;0.0;394.1707849675105;1198.0335137655509;0.0;0.0;16230.95095025434;0;21840.26106431709;0.0
AirTransp;41.899999999997306;7.046496503722221;0.0;9.243282052201009;2.1470077725128602;14.371146262965434;3.4445467279443656;27.94655166265567;52.32470874652184;20.26627177781767;67.96433807887996;35.96293948778338;39.74131276210235;1955.9384670742227;5.446440840030733;50.268042214581;107.25834904976405;117.81941599482634;6624.242774798812;3424.9578655004793;5.6;0.0;24715.744224715603;0;25630.995193913477;7344.2731578587745
AgriForest_Fish;0.0;4.094214888389753;0.0;6.829491534014802;0.0;0.0;0.0;0.0;35.06781789160158;22.090425953158572;0.0;0.0;0.0;0.0;12391.894953217252;19960.05678986912;764.6796321818913;3297.2518245754613;6385.35417392756;22672.5801510721;0.0;1767.1941453242312;29926.151539607585;0;77946.54252436865;12984.577942917002
Food_industry;54.299999999995435;15.131148921758166;0.0;16.779354200706475;6.810092693189466;55.03575208457767;4.702901775134053;37.163830689761824;877.499883296383;30.60333424152445;117.58536385400612;14.473578556787102;52.417456285092776;147.64342265289596;3308.4604940423337;14422.508017525315;378.34163788460495;1907.6324708631184;39310.66422503729;68141.37112155325;160.7;0.0;13949.560680825633;0;111021.2058843694;32935.199024952235
Construction;529.4999999999975;830.2082381527954;0.0;594.8722625760511;73.94538818996232;24.166128466848814;17.110194574617275;108.39954110818512;131.9053437625231;10.190761718789805;1011.2378090745585;88.39272215255477;100.92302547607511;94.30182089642074;364.2345193426514;176.40198829819937;49901.66446250073;1930.7194565621446;37584.34258751794;6692.292514615303;0.0;394841.0015338393;0.0;0;372657.75233114796;0.0
ManufacturedGoods;1249.799999999998;2078.574558915304;9.16133818225291;802.5830051331739;720.5460687178366;1265.9281180194407;205.1464012620197;854.4935070216704;2637.4921366475114;1489.9499366263267;41406.741774338174;922.1399524794709;195.1088073902044;1215.1355374248765;2880.8217826777545;2819.032536186225;34661.338682046306;57693.52432287284;183652.89222074318;76168.98076127551;3345.683242535074;70985.6614079099;45911.24245111278;0;252049.68929220762;184698.76427130587
Compo;10556.300000000007;4113.923787886411;153.76981555603166;5773.687468841479;2299.341276750781;15520.489354694355;1245.2018616942582;9930.98519700665;18222.279343748323;14108.601365791852;88290.44457029368;23010.733181388536;10225.233027860946;6688.505024117726;11119.932152821902;26669.190056896197;128446.25373760593;127557.56922809551;1808625.4729673867;1664020.3897000928;909209.2459895393;208308.2;358123.8206869882;0;4713094.499176481;318081.49724842905
