2030;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0;0.787813520603327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;787.576442419646;0
Liquid_fuels;0.110593587117574;0.0305756199612686;0;0;0;0.0424982919785298;0.0114078480989481;0.0167994062335304;0.00175628034142806;0.0195684655229011;0;0.0010162260585811;0;0.00237052011824445;0;0.00237052013905635;0.0655150114592643;0.117449969031377;0.33586662625069;0.0347389761387922;0.00170270475111504;8.27584783280021E-06;0.00036883152057642;0;0;0;0;0;40544.2683342585;0
Gas_fuels;0.0352202577197175;0.00566763259066848;0.0302854102305916;0;0.0532492361671458;0.020759086167321;0.00633146856079691;0.0752287447622835;0.0187444672924163;0.0152185033871003;0.0240998002374377;0.00205123978796181;0.00147258837218918;0.00219472181580527;0.0124319634613914;0.00219472184804739;0.00231502431413595;6.68556172998567E-05;0.000516340088121655;0.00200513362008564;0.00115636672040832;0.00160530088795447;0.00165205033317611;0;0;0;0;0;39318.8480911088;0
Solid_fuels;0;0.192073689387201;0.304738435345556;0.016166357270197;0.0342836343318934;0.0742997889860009;0.000112902119116031;0.040002125078075;0.00175325522962066;0.00192518269871567;0.00113723082905158;9.43266479788902E-05;0;8.00161110526299E-05;0.00293395719126793;8.00161093118931E-05;0;0;0;2.56487253104793E-05;0.000413649279039424;1.8784135770322E-07;1.10634790097803E-05;0;0;0;0;0;7118.171583231;0
Elec_heating;0.0313675340762975;0.0062449073660283;0.0455037916131984;0;0.0181450004385938;0.0094099645792739;0.0230046659771822;0.395983562307496;0.0174255855747564;0.0410298701646965;0.0337232721532545;0.00487990223957717;0.0056849952921904;0.00692835280221918;0.0151641942224682;0.00692835305747487;0.0165503629471727;0.000202212591871741;0;0.00796321344783642;0.00306890349923332;0.00122608117455223;0.00592787562117276;0;0;0;0;0;63114.5350043649;0
Steel_Iron;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24642.5284902096;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35374.0533405417;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5346.94037945749;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24682.2283129657;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102222.918092408;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19160.6663449281;0
Auto_indus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140810.745707185;0
OthEquip;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55932.0945258592;0
Electronics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24800.7743840431;0
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151148.573502741;0
OthManuf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203866.782993747;0
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105459.33043585;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32692.5237393378;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26733.318843912;0
AgriForest_Fish;0;0;0;0.667338008622354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83224.0967154056;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367596.510802646;0
Property_business;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367078.645496809;0
Compo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2704500.13103923;0
