2021;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3452.5;0;0;0;115.0989721;13127.36575;981.593928;68.57267274;4.267921685;19.78989281;47.38624309;264.2914051;0;0;0;0;0;0;18080.86678;2646.47497;15434.39181
COilFFuelExDies;0;51488.44697;0.000664856;0;38257.12428;1618.953234;2.194531302;5.957516399;34.84131177;3269.956876;296.0709979;1994.519968;2834.756123;75.85077002;351.7118445;404.1050905;1778.626885;7501.626232;743.1290796;25032.26848;0;0;106926.6138;242616.7547;218522.5801;24094.17451
NaturalGas;0;15805.36431;12274.70742;0;1614.120918;0;0;0;0;1.587783588;468.3102992;246.070084;831.1520443;59.05696046;273.8407598;333.6948027;1686.305478;656.0057603;62.28536766;250.3824319;0;0;0;34562.88442;28082.27634;6480.608082
Allbiofuel;0;0;0;1823.893209;0;2426.833107;191.6862516;520.3726129;3043.29241;292.4247204;3165.28288;12.49851751;65.29782134;408.2247518;1892.894171;9799.514644;3209.704137;4928.106184;173.1922371;16066.62821;0;0;0;48019.84586;48019.84586;0
Diesel;0;0;0;0;0;0;321.1597378;871.8556;5098.868512;52.18990999;35.45713734;9.321042562;17.64033157;41.52066828;192.5268632;189.7611303;540.2818202;37206.03109;34.73332599;0;0;0;0;44611.34717;34381.83636;10229.51082
Electricity;0;1263.725053;0.00070072;683.0695227;143.616171;11294.42258;136.7543269;371.2483592;2171.169823;542.5027011;2330.920033;2617.63797;1866.343197;436.0945398;2022.123373;2167.612378;6354.360168;211.6296959;12962.76218;13212.70084;0;0;0;60788.69361;58729.33875;2059.354865
PlantedForest;3.042529258;842.7971898;387.493979;106672.5658;0;1140.207941;2822.528428;2383.305803;10532.94843;1740.940545;4763.667728;585.5884272;1795.477447;957.5957116;2323.655531;79118.61823;17663.46536;5089.806895;3762.952246;0;0;0;0;0;278732.6248;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8796.032487;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372224.9605;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63500.13545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55625.32317;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21636.91636;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271654.4111;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12660.485;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006276.755;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38525.84042;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868428.217;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492878.091;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6064392.299;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
