2025;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3842.9;0;0;0;119.2243538;13810.71718;1066.47663;67.14366294;4.446938004;20.61997218;49.45614327;281.5705787;0;0;0;0;0;0;19262.55546;2871.166089;16391.38937
COilFFuelExDies;0;56427.16928;0.004020747;0;42092.30971;1618.750964;2.272669943;6.169640161;36.08187405;3375.134471;343.7597409;2165.185437;2771.36441;74.32370282;344.6309985;420.872367;1859.999022;7769.421343;815.6770253;24611.41463;0;0;150974.097;295708.6383;273868.7523;21839.88603
NaturalGas;0;17799.91145;9964.898169;0;1617.434614;0;0;0;0;1.668913028;486.4621805;271.4366805;825.0784077;58.8018469;272.6578257;353.1499695;1735.846584;611.7294818;102.9021132;284.5495029;0;0;0;34386.52774;30243.50033;4143.027411
Allbiofuel;0;0;0;2128.422157;0;3097.803469;212.3246709;576.3999391;3370.956727;298.3985258;3806.681916;13.57820564;63.86503689;400.5184904;1857.161067;10184.44676;3223.455696;4952.958476;178.0669789;16041.74713;0;0;0;50406.78525;50406.78525;0
Diesel;0;0;0;0;0;0;347.9518216;944.5883417;5524.231022;57.62677098;39.20216299;10.20878569;17.38686836;43.54922665;201.9330697;199.3961951;575.0742349;37209.86302;29.74057052;0;0;0;0;45200.75209;38050.54385;7150.20824
Electricity;0;1563.743721;0.000583513;742.4950776;159.2674246;11901.60141;161.1775265;437.5502671;2558.922922;594.6576393;2576.854108;3031.185693;1826.137565;454.0713717;2105.480005;2338.88786;6541.085854;238.9452248;15051.60085;15523.10523;0;0;0;67806.77032;66041.31719;1765.453133
PlantedForest;4.608209656;5316.76267;2092.858621;131651.2534;0;6466.812675;3195.631361;3018.518981;13598.4556;9360.166696;14939.11259;3282.663023;6413.01753;806.43028;2049.703825;92564.46763;23284.41145;27460.35993;5037.768683;0;0;0;0;0;316159.7603;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9977.129606;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422205.8842;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69546.80553;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59362.87057;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25034.31799;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275790.7044;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13171.37918;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046883.489;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39684.82541;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1924636.731;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529692.4993;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6878695.37;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
