;Oil;Gas_heating;Coal_lignite;Electricity;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_transport;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Food_industry;Construction;ManufacturedGoods;Compo;C;G;I;X;Tot_uses;Y;M
Oil;22952.108952572413;4125.1011740972845;38.201789228404465;1328.7143029402073;871.3307537329446;593.7299169280244;77.71859224217168;109.3513495107639;781.593868220567;9.840648460540407;57.54751876873206;5105.390061035943;3398.689269583306;9942.279604680858;2226.5316830262154;87.48325956582953;629.3596434306202;287.2369257833624;1767.5163962517252;12992.949907085966;0.0;0.0;20251.2;0;32906.12490503642;83718.4
Gas_heating;736.5344269720092;0.0;0.0;5784.458590110052;136.73534801353705;102.44812050372016;1085.0039408956395;507.69094776369514;1968.2678271634302;665.5777480716429;334.8059654365712;1203.3274569724613;12.546371834276254;18.571107247265708;122.6974715324595;2013.745945451957;278.96531315132825;658.5141718663717;4576.402564457438;8501.084128348903;0.0;0.0;5319.5;0;3275.722898277083;36037.1
Coal_lignite;13.81735710774298;0.0;819.9551899367771;1227.2254188312504;479.6851680714751;0.0;22.651947219201777;128.31136311178662;31.501459143056625;1.6985836399968786;20.13114862258038;0.0;0.0;0.0;2.0287744293662144;279.57051884404456;122.16904746818969;1.6860802816656077;180.0042599540521;19.395366013013938;0.0;0.0;33.2;0;682.8080893827786;8160.9
Electricity;184.37029839411193;2794.5439777032784;0.0;913.226537721276;231.47185814764603;558.3285139453899;677.0894232037148;258.7420485946799;3194.1604904454452;579.3664781115924;767.1848340146161;1407.6328227855581;0.0;0.0;704.088298546943;2026.0401840487223;802.2878956377589;2108.030514412443;16465.202159310367;15882.042280326694;0.0;0.0;4705.229569122627;0;53161.6870338983;1061.0
Steel_Iron;77.73032436309249;11.160447007403969;3.3247290966699485;15.942570998351963;888.2126365189769;648.5238025983623;16.913289387707255;208.57141072759714;168.8835449307163;12.243753372014703;2081.201554315743;7.418977904439975;4.950722555401125;0.0;13.905690735187726;9.06289208373827;4780.82132552727;7077.562813569485;9920.957981612686;0.0;0.0;66.7;18009.9413467847;0;17738.468661591447;17845.2
NonFerrousMetals;118.13147498744182;10.579133504317982;5.063149539373273;28.36201063668173;5987.484331740898;993.8982301749614;12.226186124888859;338.88554225365647;278.656700579607;13.677593853157335;4255.493539289401;11.493882138849493;7.632948340085464;0.0;16.940266485266232;13.64399229871149;1467.221237988299;8332.58417026882;19681.204121084367;225.78861580805938;0.0;114.5;12238.898707322123;0;24491.713086008353;18657.9
Cement;3.8166985625239067;8.886472143627156;0.0;20.350222980249377;31.146553120116828;7.440527153730952;976.818770432875;468.97827032108677;63.90194509489525;13.183315605875233;138.24658386663432;12.665431090098977;1.3900078338907367;0.0;34.713255509143345;30.16985952275247;2310.744147779537;312.5801484910267;1217.9240923077105;514.4406017178799;0.0;0.0;48.924976605813974;0;5334.62240208632;517.8
OthMin;16.485945390355965;61.35897432504533;0.0;162.7256672050561;212.99552047707303;51.147835836139365;400.94347825494015;2060.642797145576;405.748240627296;59.57529988752529;894.0140721480452;82.92635797931476;9.288604655442823;2.3108747170213197;222.8495090640348;189.28608849593022;15690.14779905653;1799.5322023133033;8141.117765570176;3420.2788617390083;0.0;0.0;3316.359744634808;0;21492.43429501224;10247.6
ChemicalPharma;814.2600566341106;1378.6434536974007;1.3038153320274255;2016.453891803596;89.36475510097408;481.1704973308917;41.59752521022175;356.551920141859;15283.664559196433;488.7176434925034;1605.96642375889;39.352173908314455;55.97098211582108;20.622640503080103;5444.334722366971;1059.500915375656;2753.585697562633;9319.122113411204;25480.360451979624;21987.219580812638;19544.9;0.0;67136.96383392831;0;73695.69372009675;95631.6
Paper;36.77063248764352;14.442931423030277;0.0;20.72534229786028;3.19271964941349;10.701590653979205;15.521328648206826;129.69203870594882;871.7808247711067;1690.027055064052;124.28086343154773;22.92224165460771;26.173368173697877;1.175792570241307;85.89600903480759;1246.411579716336;315.68154911881044;2457.676676719791;9992.973223297975;2098.5516666096432;0.0;0.0;10486.205926441206;0;16627.017079196394;13618.2
