Households_Groups;L1;L2;L3;L4;L5
Population;0.246466110045839;0.169524155265518;0.121687245238931;0.290508336243585;0.171814153206126
Retired;0.272787217673119;0.186168023134869;0.142906266342535;0.281416860394033;0.116721632455446
Unemployed;0.169767787734858;0.159619455289614;0.144114878134576;0.352337390052591;0.174160488788358
Labour_force;0.243213408983809;0.165961002799682;0.116425660357994;0.284793895952018;0.189606031906497
Consumption_Units;1.68567164179105;1.61047318611987;1.53771746694502;1.53021424070574;1.60920873124147
Nb_Households;0.222908346810978;0.166011682334161;0.128411089454863;0.314132264857646;0.168536616542353
