2023;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3972.6;0;0;0;117.2850217;13466.26265;1023.516193;67.95920353;4.363238306;20.23186571;48.51898763;272.9709942;0;0;0;0;0;0;18993.70816;3058.164051;15935.54411
COilFFuelExDies;0;55623.7504;1583.544595;0;40025.34776;1086.769491;1.727671876;4.690128378;27.42925308;1374.293662;163.5218705;1369.608398;4263.265221;52.06742598;241.4310418;319.3172367;962.4818991;6458.660181;602.0848161;23594.6741;0;0;122796.8434;260551.5085;237894.8822;22656.6263
NaturalGas;0;16695.99805;9463.727832;0;1609.827593;0;0;0;0;1.888237695;553.4181403;299.6644015;960.1947462;68.3285975;316.8323413;398.3206528;1983.665847;735.1882726;92.82749705;309.0248912;0;0;0;33488.9071;29539.12713;3949.779973
Allbiofuel;0;0;0;1968.795087;0;2485.380982;186.817632;507.1557218;2965.996136;295.0773593;3470.417806;12.3726683;64.57765529;403.699588;1871.911474;9992.413349;3212.019947;3478.195801;174.9457189;15930.51242;0;0;0;47020.28935;47020.28935;0
Diesel;0;1362.065331;2.91E-06;0.236391747;3.720051594;78.02558948;341.7768544;927.8250955;5426.194618;53.89623001;37.18366455;10.27359366;17.25569092;42.19547202;195.6558554;194.5385924;548.5923219;37822.16191;31.62238477;0;0;0;0;47093.21965;38019.06516;9074.154486
Electricity;0;1151.805144;61.59517548;648.4884841;165.757369;11594.28131;149.157747;404.9200497;2368.091793;570.633793;2461.582443;2829.984751;1854.750645;447.0698872;2073.014876;2263.734992;6476.770861;225.7955645;14033.25966;14388.2553;0;0;0;64168.94984;62249.50583;1919.444013
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296856.935;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9367.985704;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396428.5163;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66454.73325;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57463.71777;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23273.70715;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273714.7435;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12913.40577;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1026379.326;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39101.039;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1896324.228;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510754.6511;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6458723.344;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
