2021;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3452.5;0;0;0;115.0989721;13127.36575;981.593928;68.57267274;4.267921685;19.78989281;47.38624309;264.2914051;0;0;0;0;0;0;18080.86678;2646.47497;15434.39181
COilFFuelExDies;0;53383.735;1573.320717;0;38539.54973;1079.52373;1.686410993;4.578117041;26.77417777;1344.30852;150.2886086;1305.559933;4217.84713;52.24105818;242.2361556;310.5388684;938.5013217;6328.113511;571.06547;23367.97829;0;0;104667.1804;238105.0271;214776.8459;23328.18121
NaturalGas;0;15805.36563;12274.70742;0;1614.119593;0;0;0;0;1.816379342;535.7336855;281.4971894;950.8143395;67.55948594;313.2660539;381.7373796;1929.085587;750.4519636;71.25269211;286.4303929;0;0;0;35263.8378;29167.22843;6096.609372
Allbiofuel;0;0;0;1823.893209;0;2426.833107;177.6399402;482.2409486;2820.287199;292.1651094;3164.620587;11.87051484;65.29782134;407.5907044;1889.954161;9795.466203;3205.627775;3425.356572;172.2026018;16066.62821;0;0;0;46227.67466;46227.67466;0
Diesel;0;1359.881695;1.20E-06;0.235441904;3.705147131;76.72505953;328.4025089;891.5176241;5213.857824;51.24023857;35.41255011;9.840913768;17.43751665;41.24712183;191.2584578;189.8684457;532.0415138;37903.78618;35.23274549;0;0;0;0;46881.69098;36635.46736;10246.22362
Electricity;0;1147.732125;61.3535773;645.936661;164.7187366;11309.46623;136.9148031;371.6840055;2173.717611;543.1393082;2333.655282;2620.709672;1868.533283;436.6062807;2024.496261;2170.155992;6361.816777;211.8780356;12977.97351;13228.20546;0;0;0;60788.69361;58729.33875;2059.354865
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278732.6248;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8796.032487;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372224.9605;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63500.13545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55625.32317;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21636.91636;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271654.4111;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12660.485;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006276.755;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38525.84042;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868428.217;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492878.091;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6064392.299;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
