2050;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_industry;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0.0;24307.61757692189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;494.6842638670009;31584.60239118766
Liquid_fuels;66.90342486141337;0.0;918.4877773148309;186.15294456089944;1941.516804947582;1132.2022469208691;715.3254243062452;141.28620909755222;258.55776973983154;1904.2208953175157;22.493025289526962;184.30249471186764;208.67023164696096;92.526185182456;388.5316122810723;762.0585183045617;3316.7034267723648;3626.5507316503167;8360.170485209766;3577.6311144006427;807.3585807343499;22.514807408707618;7368.909461976498;6581.002737420652;0;0.0;20251.231;0;28869.00048708225;27176.036917053225
Gas_fuels;17.422928178674933;764.7542574030523;0.0;0.0;5881.25922433398;147.52955430346393;148.84929984079588;761.8330972514917;547.3786970421056;2536.1848292515;746.539502168253;282.3778739260006;154.13504136275483;68.34481021885362;2865.0191522634764;558.2847446685063;229.18656857390252;14.04697262961188;5.150095229499288;265.2752769832025;579.6616420014745;516.4077892074241;3863.900076424108;4123.807747175678;0;0.0;5319.473;0;537.3052000339475;36037.115
Solid_fuels;0.0;12.353045308422494;0.0;4088.3011325909447;3116.3054815694904;2440.616330236318;0.0;57.36599306963719;180.4175610298746;202.1843317576321;10.673444810913168;20.735492834732902;6.560307146928828;2.9088969190271494;397.9124191194518;23.911650812163476;0.0;0.0;0.0;2.759869718383741;125.65994642037288;0.0;150.2950790172573;10.110894658692157;0;0.0;33.236;0;3328.141608011361;8160.8704
Elec_heating;15.51700864684815;180.28402114177993;622.2468119579542;4.679367100863973;1219.2651640658446;230.8694568847;876.6670686838004;734.6673127665617;443.9339648616837;4442.101008582838;996.5059412271901;756.3835543765346;541.4053576077063;240.06381735146746;3235.727481467004;1924.9552985771859;5152.157917469453;0.0;0.0;963.3590048894353;1071.5764453214567;726.0240019921507;25861.101163314583;17803.096353466557;0;0.0;3587.4047212107757;0;73600.01231827917;1541.6479169701388
Steel_Iron;0;44.1876329487787;1.1537133683873;16.2188167179238;25.802148574521;948.52779;645.20007;15.85138;222.32044;214.52195;13.754231;2112.5277;2019.9775;317.52639;9.1691416;4976.8792;7.6676927;5.4476202;0.373658;10.970348;4385.9979;0;1283.6718;0.0;0;66.700926;24532.924663598395;0;18890.096;23492.418244514975
NonFerrousMetals;0;67.1520232726354;1.75330011562386;24.6477629884474;39.2115683127163;6352.4659;980.51166;11.531549;349.94352;326.00937;20.902328;3210.412;2607.7647;409.92245;13.93436;6425.0865;11.652606;8.2787577;0.5678487;16.671657;1733.189;0;7749.6398;325.8882990159009;0;114.50495;15572.21156208172;0;24214.075;24558.49224376208
Cement;0;2.14722141000707;1.46817499112202;0.197614440341534;32.834905729215;32.884735;7.3483811;908.24474;480.15159;77.861145;14.146493;118.6912;78.781863;60.59591;30.504111;320.18936;12.96497;1.4927956;0.3060408;33.156214;2359.5499;11.647761;170.588;488.68341201791577;0;0.0;529.3122307902187;0;4971.2167;747.1998961669909
OthMin;0;14.7314190719561;10.0726924086969;1.35577127775362;225.270092168037;225.61195;50.41496;374.84163;2223.7025;534.18113;97.054691;814.30347;322.22871;247.84565;209.27923;1309.6187;88.948629;10.241607;2.0996506;227.47448;14924.149;79.911669;3707.5947;3253.0946325140176;0;0.0;6948.829054978857;0;22947.835;10247.56
ChemicalPharma;0;462.871763578081;145.762375558029;6.31605982047313;3259.89325431719;95.834081;472.50286;38.813524;356.72123;18783.344;782.54131;1378.8772;1053.6779;179.05551;1062.7629;9655.5704;38.848283;60.377022;18.545747;5360.2618;2504.8833;28.016526;11805.475;35966.160757809776;27455.948;0.0;120176.45042155552;0;91391.43;95631.598
Paper;0;20.892365299329;1.4984700110782;0.259970322727983;33.512435869396;3.4294996;16.908895;24.680081;226.82581;1260.4714;2951.577;182.09102;234.70403;133.84899;1486.3003;2784.3944;30.970442;48.236414;1.7897872;145.75291;537.99308;178.02702;9997.0453;5098.057424000628;0;0.0;11061.095082455553;0;18740.442;19397.93969903819
Auto_industry;0;15.5144065952586;1.19499234344659;0.300098553828123;26.725328910212;6.3953728;31.531913;4.0877693;37.569226;47.114624;12.312027;36423.788;430.43021;18.146284;59.128635;989.0375;292.51835;914.03293;904.54312;164.49075;151.75699;12.046078;15919.823;52873.94969882844;173.37249;49922.12238030731;154885.12184318563;0;146269.8;155721.6886385702
OthEquip;0;132.967149005372;39.503889866848;8.08068792914619;841.096418069873;343.14604;439.85822;60.205775;277.91832;564.69923;269.31836;7867.3517;6667.7313;1750.5442;590.14936;6548.6383;246.08217;59.654867;43.42904;1391.5398;8303.9082;69.55235;9890.733;14032.971357075894;0;27031.168798508123;48363.88068290456;0;58100.511;71181.1155475797
Electronics;0;47.3003479018352;14.3490139736113;2.55034762456587;393.975979419886;98.493841;126.25332;21.743688;100.37192;136.48106;87.145191;6035.7757;2941.7464;3051.0672;66.178169;1565.2098;18.704475;27.195987;4.9663308;0;1988.0138;31.425674;10351.698;24691.140574637036;271.89312;13006.847589421437;33424.720576028674;0;25762.269;72980.61458841563
Food_industry;0;28.7276011191581;1.93424623569572;0.571033516578401;43.2583259955629;12.33609;60.822181;4.4381675;40.789612;1785.6717;231.02605;108.92181;85.692399;15.12572;21157.486;2425.3216;17.094048;78.879117;156.47139;4774.6847;410.68587;127.47183;26794.696;125743.16596438995;225.81267;0.0;38496.77202156734;0;134451.07;58628.47704537013
OthManuf;0;423.288407428921;39.5421217576427;23.0092059972332;936.161809659593;883.64718;1132.6941;159.9803;738.49156;3988.0394;1821.5234;15286.253;7517.4633;2191.7809;4182.2937;35135.287;724.138;172.094;1049.644;1488.114;19827.137;434.28515;36167.186;136861.46882468404;2749.9649;36047.62356269747;69057.69179724898;0;211770.44;126637.90918455651
LandTransp;0;91.8091720774044;3.67718023978655;0.983491350506702;82.2380614814487;7.6135471;37.538032;10.03414;92.220191;278.74997;42.981187;88.32354;66.041221;46.182953;251.89878;283.0023;17596.752;79.552387;81.663217;106.25819;381.89423;122.03296;40647.747;37895.905886783294;7352.1076;0.0;1;0;92958.646;4570.9757224814675
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7416825;2852.4564;0;0;0;0;249.4409;683.8761442298864;0;0.0;37276.72513177686;0;28817.296;0.0
