Households_Groups;H1;H2;H3;H4;H5;H6
Population;0.276335700151321;0.176230939355139;0.129980987855508;0.285220967679355;0.109610833042331;0.0226205719163466
Retired;0.312025033527045;0.199374161823871;0.130308448815378;0.263075547608405;0.0791238265534195;0.016092981671882
Unemployed;0.216549295774648;0.168133802816901;0.159330985915493;0.338028169014085;0.0933098591549296;0.0246478873239437
Labour_force;0.27158511241262;0.171736255431702;0.129888532023427;0.276780653693558;0.122047987908558;0.0279614585301341
Consumption_Units;1.73729831144465;1.67046085508051;1.6049786628734;1.61558101472995;1.70977653631285;1.43412969283276
Nb_Households;0.0658807099523112;0.121202266597488;0.136061225358503;0.424319296703182;0.194731189488355;0.0578053119001609
