2030;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;39253.7561499222;10099.442432733;0;0;0;0;0;0;0;48348.8117985564
FinEnHTr;135.83794741212;0;576.923108526534;40156.5088512462;25218.0285063126;0;0;9373.0908454134;0;0;32517.840577833
FinEnHRes;66.87989806224;1619.2727700015;15090.0278783436;57025.859488908;30740.4088051068;0;0;25206.9340020234;0;0;57709.7971065083
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
