IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-0.7;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100.8;-100;-100;0;-0.7;
Natur;42.8;-100;41.5;50.3;49.4;48.7;53.1;45.3;51.4;46.8;45;41.9;43.3;45.8;46.7; 29.2;-100;-100;-0.3;37.1;
Coal ;-100;-100;206.2;-100;326.1;271.3;211.5;-100;240;187.5;-100;-100;273;227.4;271.1; 241.4; 684470.1;-82629.5; 82.2;233.7;
AllFu;-100;-100;-100;-100;51.2;38.8;29.9;30.7;29.4;21.3;23.5;20.9;31.6;24.6;27.6; 18.4;-100;-100; 1.1;18.9;
Elect;-8.2;-4.5;-9;-3.4;-100;-4.4;-1.4;6.5;5.5;2.3;1;-1.2;0.3;1.6;2.2; 0.6;-100;-100; 6;1.1;
HeatG;-100;-100;-100;-100;-100;-100;10.3;-100;18;-100;-100;-100;12.1;13.6;14.2; 12.4;-100;-100;0;12.5;
Heavy;-100;-3.9;-8.4;-2.7;-3.3;-3.8;-0.8;7.2;6.1;2.9;1.6;-0.5;0.9;2.2;2.8;-0.4;-0.8; 4.8;-0.6;0.7;
Build;-100;-100;-100;-100;-100;-100;-100;4.8;-100;-100;-100;-100;-100;0;-100;-100;-100; 4.8;0;4.8;
Work_;-9.6;-6;-10.5;-4.9;-5.5;-5.9;-3;4.8;3.8;0.6;-0.6;-2.7;-1.3;0;0.5;-0.4;-100; 4.8;0;3.8;
Autom;-100;-5.4;-9.8;-4.2;-4.8;-5.3;-2.3;5.5;4.5;1.3;0.1;-2.1;-0.7;0.6;1.2;-0.4;-100; 4.8; 0.9;1;
Load_;-100;2.7;-2.2;3.9;3.3;2.8;6;14.5;13.4;9.9;8.6;6.3;7.8;9.2;9.8;-0.4;-0.8;-100; 7.3;8.3;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-0.4;-100;-100;0;-0.4;
Agri_;-100;-4.8;-9.3;-3.6;-4.2;-4.6;-1.7;6.2;5.2;2;0.7;-1.4;0;1.3;1.9;-0.4;-0.8; 4.8;-0.1;0.1;
Prope;-100;-6.1;-10.5;-4.9;-5.5;-5.9;-3;4.8;3.8;0.6;-0.6;-2.7;-1.4;-0.1;0.5;-0.4;-0.8; 4.8;0;-0.1;
OthSe;-9.5;-5.9;-10.4;-4.8;-5.4;-5.8;-2.9;4.9;3.9;0.7;-0.5;-2.6;-1.3;0;0.6;-0.4;-0.8; 4.8; 0.4;0.4;
Labour_income;-8.5;-4.8;-9.3;-3.7;-4.3;-4.7;-1.7; 6.1; 5.1; 1.9; 0.7;-1.5;-0.1; 1.2; 1.8;;;;;;
Labour_Tax;-15.2;-11.8;-16;-10.7;-11.3;-11.7;-8.9;-1.6;-2.6;-5.5;-6.7;-8.7;-7.4;-6.2;-5.6;;;;;;
Capital_income;-9.6;-6;-10.4;-4.8;-5.4;-5.9;-2.9; 4.8; 3.8; 0.7;-0.6;-2.7;-1.3;0; 0.6;;;;;;
Production_Tax;-9.3;-5.7; 153.9;-2.2; 1.4; 12.7; 0.1; 4.8; 3.8; 1; 4.9;-0.4;0;-0.1; 0.5;;;;;;
Profit_margin;-9.3;-5.7; 153.9;-2.2; 1.4; 12.7; 0.1; 4.8; 3.8; 1; 4.9;-0.4;0;-0.1; 0.5;;;;;;
M_value;-8.7;-5;-9.5;-3.9;-4.5;-5; 1.6; 5.8; 4.8; 0.5; 0.5;-1.7; 0.4;0;-0.3;;;;;;
Trade_margins;-8.7;-99.5; 64.9;-2.8;-99.9;-96.5; 0.7;-55.5;-97.6; 0.8;-99.9;-99.2; 0.1;-99.9; 0.4;;;;;;
Transp_margins;-8.7;-5.3; 64.9;-2.8; 1.2; 12.7; 0.7;-97.7;-97.7; 0.8; 0.4;-113; 0.1;-274.5; 0.4;;;;;;
SpeMarg_Crude_oil;0;-13.5;0;0;-8;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-4.4;0;0;0;0;-5.4;-1;0;0;-6.1;0;;;;;;
SpeMarg_Coal;0;-14.3; 56.7;0;-8.9;0;0;0;0;-9.8;-5.6;0;0;-10.5;0;;;;;;
SpeMarg_AllFuels;-8.7;-8.9;0;0;-3.2;0;0;0;0;-4.2; 0.2;0;0;-4.9;0;;;;;;
SpeMarg_Electricity;0;-9.5; 65.4;-8.2;0;0;0;0;0;-4.8;-0.4;0;0;-5.5;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-9.9; 64.7;-8.6;-4.2;0;0;0;0;-5.3;-0.8;0;0;-5.9;0;;;;;;
SpeMarg_Heavy_Industry;0;-7.1; 69.8;-5.8;-1.3;0;0;0;0;-2.3; 2.3;0;0;-3;0;;;;;;
SpeMarg_Buildings_constr;0; 0.3;0; 1.8; 6.6;0;0;0;0; 5.5; 10.4;0;0; 4.8;0;;;;;;
SpeMarg_Work_constr;0;-0.6; 81.6; 0.8; 5.6; 18.1;0;0;0; 4.5; 9.4;0;0; 3.8;0;;;;;;
SpeMarg_Automobile;0;-3.7; 76.1;-2.2; 2.4;0;0;0;0; 1.3; 6.1;0;0; 0.6;0;;;;;;
SpeMarg_Load_PipeTransp;0;-4.9;0;-3.5; 1.1;0;0;0;0; 0.1;0;0;0;-0.6;0;;;;;;
SpeMarg_PassTransp;0;-6.9;0;-5.5;-1;0;0;0;0;-2.1;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-5.6; 72.7;-4.2; 0.4; 12.3;0;0;0;-0.7; 4;0;0;-1.4;0;;;;;;
SpeMarg_Property_business;0;-4.3; 74.9;-2.9; 1.7; 13.7;0;0;0; 0.6; 5.3;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-3.8; 75.9;-2.4; 2.3; 14.4;0;0;0; 1.2; 6;0;0;0;0;;;;;;
SpeMarg_C;0;-5.3; 73.1;-3.9; 0.7; 12.6;0;0;0;-0.4;-3.9;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 4.8;0;0;0; 4.8;0;;;;;;
SpeMarg_X;0;-0.3; 82.2; 1.1; 6;0;0;0;0; 0.9; 4.3;0;0;0;0;;;;;;
VA_Tax;0; 29.2; 241.4; 18.4; 0.6; 12.4;-0.5; 4.8; 4.4; 1.1;-0.7;-0.4;-0.3;-0.2; 0.3;;;;;;
Energy_Tax_IC;0;-5.8;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;0;;;;;;
OtherIndirTax;-8.7;-5.5;-9.6;-5;-5;-4.9; 0.1; 5.9; 4.9; 1.1; 0.5;-1.7;-0.1; 1; 1.4;;;;;;
Carbon_Tax;5.691e+23;3.510e+24;1.992e+24;7.419e+24;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-0.7;37.1;233.7;18.9;1.1;12.5;0.7;4.8;3.8;1;8.3;-0.4;0.1;-0.1;0.4;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
