IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-1;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;-1;
Natur;42.9;-100;40.6;50.4;49.1;48.2;51.5;45.9;51.7;45.1;44.4;42.3;42.9;46.5;45.8; 29.7;-100;-100; 0.3;37;
Coal ;-100;-100;202.6;-100;323.1;268.1;206.4;-100;238.5;182.4;-100;-100;269.8;226.9;266.9; 240.7;-100;-100; 81.5;229.6;
AllFu;-100;-100;-100;-100;50.6;38;28.3;30.9;29.4;19.7;22.8;21;30.9;25;26.7; 18.6;-100;-100; 1.5;18.8;
Elect;-8.1;-4.8;-9.6;-3.3;-100;-4.7;-2.5;6.8;5.6;1;0.5;-0.9;-0.1;2;1.6; 0.9;-100;-100; 6.3;1;
HeatG;-100;-100;-100;-100;-100;-100;8.4;-100;17.3;-100;-100;-100;11;13.3;12.8; 12;-100;-100;0;11.4;
Heavy;-100;-3.8;-8.7;-2.4;-3.3;-3.8;-1.6;7.8;6.6;2;1.5;0;0.8;2.9;2.5; 1.3; 0.7; 6.5;-0.9;0.7;
Build;-100;-100;-100;-100;-100;-100;-100;6.5;-100;-100;-100;-100;-100;1.7;-100;-100;-100; 6.5;0;6.5;
Work_;-8.3;-4.9;-9.8;-3.5;-4.4;-4.9;-2.7;6.6;5.4;0.8;0.3;-1.1;-0.3;1.8;1.3; 1.3;-100; 6.5;0;5.4;
Autom;-100;-5.2;-10;-3.8;-4.6;-5.2;-2.9;6.3;5.1;0.5;0.1;-1.4;-0.6;1.5;1; 1.3;-100; 6.5;-0.9;1.4;
Load_;-100;3.9;-1.4;5.4;4.5;3.9;6.3;16.4;15.1;10.1;9.6;8;8.9;11.2;10.7; 1.3; 0.7;-100; 9;9.4;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100; 1.3;-100;-100;0;1.3;
Agri_;-100;-4.3;-9.1;-2.8;-3.7;-4.3;-2;7.3;6.1;1.5;1;-0.4;0.4;2.5;2; 1.3; 0.7; 6.5;-0.3;1;
Prope;-100;-5.3;-10.1;-3.9;-4.7;-5.3;-3.1;6.1;4.9;0.4;-0.1;-1.5;-0.7;1.3;0.9; 1.3; 0.7; 6.5;0;1.3;
OthSe;-8.4;-5;-9.8;-3.6;-4.4;-5;-2.8;6.5;5.3;0.7;0.2;-1.2;-0.4;1.7;1.2; 1.3; 0.7; 6.5;-0.2;1.4;
Labour_income;-8.7;-5.3;-10.2;-3.9;-4.8;-5.3;-3.1; 6.1; 4.9; 0.4;-0.1;-1.6;-0.7; 1.3; 0.9;;;;;;
Labour_Tax;-8.7;-5.3;-10.2;-3.9;-4.8;-5.3;-3.1; 6.1; 4.9; 0.4;-0.1;-1.6;-0.7; 1.3; 0.9;;;;;;
Capital_income;-8.4;-5.1;-9.9;-3.6;-4.5;-5;-2.8; 6.4; 5.2; 0.7; 0.2;-1.3;-0.4; 1.6; 1.2;;;;;;
Production_Tax;-8.4;-5; 150;-1.9; 1.2; 11.6;-0.2; 6.5; 5.4; 0.9; 5.6; 1.2; 0.7; 1.3; 1.3;;;;;;
Profit_margin;-8.9;-5.6;-10.4;-4.1;-5;-5.5;-3.3; 5.9; 4.7; 0.1;-0.3;-1.8;-1; 1.1; 0.7;;;;;;
M_value;-8.9;-5.6;-10.4;-4.1;-5;-5.6; 2.2; 5.8; 4.6; 1.4;-0.3;-1.8; 2.4;0; 1.7;;;;;;
Trade_margins;-8.9;-2480.7; 62.7;-2.7;-171.2;-103; 0.7;-1429.4;-112.4; 1.1;-103.8;-88.2; 1; 3637.7; 0.9;;;;;;
Transp_margins;-8.9;-5.3; 62.7;-2.7; 1; 11.6; 0.7;-2751.1;-853.8; 1.1; 0.9;-269.4; 1;-49; 1.3;;;;;;
SpeMarg_Crude_oil;0;-13.2;0;0;-8;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-4.6;0;0;0;0;-5.2;-0.1;0;0;-5.3;0;;;;;;
