2020;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;42856.7671881821;11026.4467791815;0;0;0;0;0;0;0;52786.6368548802
FinEnHTr;148.30619687266;0;629.877539697637;43842.3814616641;27532.7327278493;0;0;10233.4250679437;0;0;35502.5775822315
FinEnHRes;73.01864845432;1767.90205383325;16475.1064630698;62260.130584394;33561.9994784274;0;0;27520.6198847987;0;0;63006.8452462162
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
