2020;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;36900.951277275;9494.098646625;0;0;0;0;0;0;0;45450.86441355
FinEnHTr;127.696046715;0;542.34329670675;37749.594482775;23706.501810075;0;0;8811.283365675;0;0;30568.775284125
FinEnHRes;62.87122818;1522.2162526875;14185.55669895;53607.8242935;28897.87981635;0;0;23696.072291925;0;0;54250.76782755
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
