2035;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;39767.5179351715;10231.6261543225;0;0;0;0;0;0;0;48981.611670483
FinEnHTr;137.6158243139;0;584.474004931355;40682.0860622015;25548.0876042595;0;0;9495.7679178355;0;0;32943.4412200725
FinEnHRes;67.7552368628;1640.46616779875;15287.529478767;57772.22646751;31142.746029771;0;0;25536.8478926605;0;0;58465.115610923
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
