2025;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;37832.7466504154;9733.836563531;0;0;0;0;0;0;0;46598.5558334148
FinEnHTr;130.92053230084;0;556.038146216938;38702.8191628834;24305.1207598682;0;0;9033.7793390138;0;0;31340.675259231
FinEnHRes;64.45880566768;1560.6541252105;14543.7598248852;54961.489196756;29627.5875819876;0;0;24294.4278832838;0;0;55620.6678626788
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
