2045;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;41801.2361235629;10754.8733994935;0;0;0;0;0;0;0;51486.5403088098
FinEnHTr;144.65352290434;0;614.364113145013;42762.5754329808;26854.6215077357;0;0;9981.3832373213;0;0;34628.1748689435
FinEnHRes;71.22025214968;1724.35990962925;16069.3365507402;60726.708764906;32735.3917951026;0;0;26842.8069952163;0;0;61455.0323866738
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
