IC prices CO2;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;
Crude;345.7;345.7;345.7;375.8;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;345.7;362.9;
Natur;598.2;485.1;598.2;598.2;598.2;598.2;599.4;761.3;685.8;685.8;685.8;685.8;692;685.8;685.8;1091.5;585.7;585.7;222.8;
Coal ;412.4;412.4;878.7;412.4;699.1;708.9;975.1;412.4;936;1151.2;412.4;412.4;741.5;936;771.3;956.3;490.4;490.4;547;
AllFu;869.7;869.7;869.7;869.7;779.1;860.5;1104.5;1350.8;1342.2;1509.9;1370.5;1370.5;1088.5;1342.2;1260.7;1749.7;1402.3;1402.3;596.5;
Elect;870.1;870.1;870.1;870.1;1186.6;870.1;757.6;1303.1;1251.1;870.1;870.1;870.1;943.4;1251.1;1298.5;2177.1;1804.7;1804.7;787.4;
HeatG;936.6;936.6;936.6;936.6;936.6;936.6;936.6;936.6;939.4;936.6;936.6;936.6;939.4;939.4;939.4;1053.2;1133.8;1133.8;929.4;
Heavy;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1344.9;1492;1492;1492;1340.3;
Build;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1079.5;1215.4;1215.4;1215.4;1074.9;
Work_;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1080.7;1180.4;1180.4;1180.4;1075.8;
Autom;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;26481.5;27505.7;30473.1;45086.7;26774.9;
Load_;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;128.9;179.1;179.1;179.1;142.3;
PassT;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;94.1;95.7;95.7;95.7;100.6;
Agri_;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1474.2;1557.4;1557.4;1557.4;1479;
Prope;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;84.3;85.3;85.3;85.3;84.2;
OthSe;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1023.6;1090.7;1090.7;1090.7;1006.8;
;;;;;;;;;;;;;;;;;;;;
w;91772.8;63766.5;45546.8;79322.7;63766.5;63766.5;52965;39209.9;21673.2;71620.1;219313;49695.2;35499.8;24173.8;34410.3;;;;;
pL;133157.2;92521.6;66086;115092.9;92521.6;92521.6;76849.3;56891.4;31446.7;103916.8;318211.1;72104.9;51508.3;35074.9;49927.4;;;;;
pK;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;968.8;;;;;
pY;240.7;229250.6;926.4;742.9;1135.8;918.2;1071.4;1074.9;1075.8;22367.1;235.1;101;1092.8;84.2;1078.8;;;;;
pM;347.1;252.3;164.6;454.1;1008.6;1027.5;1000;1000;1000;21043.9;176.5;87.5;1000;78.1;1000;;;;;
p;344.9;461.6;387.7;606.5;1131.3;918.2;1041;1074.9;1075.8;21764;233.4;100.6;1076.1;84.2;1069.9;;;;;
;;;;;;;;;;;;;;;;;;;;
Units;1 €/tep, €/tons;;;;;;;;;;;;;;;;;;;
