2023;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3972.6;0;0;0;117.2850217;13466.26265;1023.516193;67.95920353;4.363238306;20.23186571;48.51898763;272.9709942;0;0;0;0;0;0;18993.70816;3058.164051;15935.54411
COilFFuelExDies;0;53776.47207;0.001387232;0;39777.60137;1619.054567;2.23307382;6.062148164;35.45322917;3323.600543;318.9935157;2078.267891;2803.122176;75.08924027;348.1807131;412.7282335;1818.302108;7637.855116;778.2148096;25288.92286;0;0;125119.5722;265219.7273;241835.989;23383.73831
NaturalGas;0;16696.00007;9463.727832;0;1609.825573;0;0;0;0;1.627729818;477.0666379;258.3216525;827.7229205;58.90174519;273.1210433;343.3669423;1709.992368;633.7591271;80.02069088;266.3907363;0;0;0;32699.84507;28507.62535;4192.219724
Allbiofuel;0;0;0;1968.795087;0;2485.380982;201.7383996;547.6612809;3202.884584;295.4488091;3471.122303;13.02723399;64.57765529;404.3535792;1874.943961;9996.595334;3216.544781;4928.085585;175.5397835;15930.51242;0;0;0;48777.21178;48777.21178;0
Diesel;0;0;0;0;0;0;334.1352346;907.0803128;5304.873014;54.81603094;37.25297905;9.750378139;17.50516558;42.50348697;197.0840876;194.5679361;557.1098082;37211.96921;31.53967033;0;0;0;0;44900.18731;35841.01005;9059.177264
Electricity;0;1397.21768;0.000968702;697.0604397;149.7631266;11620.13161;148.4429093;402.9794724;2356.742726;567.8990335;2449.785321;2816.422064;1845.861762;444.9273071;2063.079963;2252.886054;6445.73097;224.7134405;13966.00534;14319.29966;0;0;0;64168.94984;62249.50583;1919.444013
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296856.935;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9367.985704;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396428.5163;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66454.73325;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57463.71777;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23273.70715;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273714.7435;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12913.40577;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1026379.326;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39101.039;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1896324.228;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510754.6511;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6458723.344;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
