PrimEnergy;EnerSect;HybridCommod;PrimEnerSect;NonSupplierSect
FinEnHTr;EnerSect;HybridCommod;FinEnerSect;NonSupplierSect
FinEnHRes;EnerSect;NonHybridCommod;FinEnerSect;-
AllComp;NonEnerSect;NonHybridCommod;-;-
