IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;0;0;0;29.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.2;
Natur;0;0;0;0.3;1.4;0.8;1.4;0;0.1;0.1;0;0;1.1;0.1;4.1;10.4;0;0;0.5;20.5;
Coal ;0;0;0.9;0;0.8;0;1.6;0;0;0;0;0;0.1;0;0;0.1;0;0;0.1;3.5;
AllFu;0;0;0;0;0.5;0.1;5.4;0.1;0.7;0.1;5.3;1.4;2.9;0.1;15.6;41.9;0;0;13.8;87.8;
Elect;0;0;0;0.2;0;0.1;2.7;0;0.4;0.2;0.5;0.1;1.1;0.4;12.2;19.7;0;0;2.2;39.8;
HeatG;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;1.3;0.1;0;0;0;1.7;
Heavy;0;0.8;0.1;0.6;2.7;0.1;52.5;2.9;19.9;6.3;0.2;0.1;11.9;0.4;79.9;43.4;25.9;0.2;106.6;354.2;
Build;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;44.2;0;45.7;
Work_;0;0.4;0;0.2;0.8;0;0.6;12;16.1;0.3;0.1;0;0.5;4.3;18.4;12.6;0;125.6;0;191.9;
Autom;0;0;0;0;0;0;0.1;0;0.1;9;0.2;0.1;0.2;0;6.6;60;0;20;39.3;135.6;
Load_;0;0;0;0;0;0;0.2;0;0.1;0;6.6;1.7;0.2;0.1;17.3;0.6;2.8;0;0.7;30.4;
PassT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.5;0;0;0;15.5;
Agri_;0;0;0;0;0;0;3;0.1;0.7;0.1;0;0;82.7;0.2;41.2;152.5;0.2;1.3;38.3;320.4;
Prope;0;0.1;0;0.1;0.1;0;1.8;0.9;0.5;0.2;0.8;0.2;0.5;9.6;52.7;202.1;14.5;6.8;0;290.9;
OthSe;0.2;1.9;0.1;3.7;7.4;0.2;56.2;10.8;57.8;33.1;16.6;4.3;38.1;39.7;937.4;532.4;478.2;178.7;262.1;2659;
Labour_income;0;1.3;0;0.3;4.4;0.1;16;5.2;45.7;4.8;16.5;4.3;24.6;10.3;607;;;;;;
Labour_Tax;0;0.6;0;0.1;1.9;0;7;2.3;20.1;2.1;7.2;1.9;10.8;4.5;266.7;;;;;;
Capital_income;0.1;1.3;0;0.2;4.7;0.1;7.4;1.2;5.1;2.5;6.6;1.7;15.3;52.7;170.7;;;;;;
Production_Tax;0;0.3;0;0.2;1;0;2.4;0.4;2.1;0.6;0.8;0.2;-4.9;21.3;32.9;;;;;;
Profit_margin;0.1;1.2;0;0.6;4.3;0.1;6.6;3.3;9.8;-0.6;0.1;0;6.3;144.3;172.5;;;;;;
M_value;28.8;9.8;2.2;16.1;1;0;103.9;0;0;43.7;1.6;0.4;36.3;0;272.4;;;;;;
Trade_margins;0;0;0.2;5.4;0;0;67.8;0;0;22.7;0;0;77.4;0;-173.4;;;;;;
Transp_margins;0;0.3;0;1;0.9;0;9.6;0;0;0.9;-29.1;0;7.9;0;8.5;;;;;;
SpeMarg_Crude_oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Coal;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_AllFuels;0;-0.1;0;0;-0.1;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Electricity;0;-0.5;-0.4;-0.4;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Heavy_Industry;0;-0.5;0.4;-0.5;-1.5;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Buildings_constr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Work_constr;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Automobile;0;0;0;0;-0.1;0;0;0;0;0;0;0;0;0;0;;;;;;
